CustomerID,Max_InvoiceDate,CountDistinct(InvoiceDate),AVG(Revenue),Recency,Frequency,Monetary,RFM_Score
13167,40868.52,4,12.17,4,3,2,432
13168,40850.54,5,10.08,3,4,2,342
13169,40823.51,2,54.84,3,2,5,325
13170,40860.51,1,3.72,4,0,1,401
13171,40878.63,5,8.89,5,4,1,541
13173,40882.66,2,8.22,5,2,1,521
13174,40870.61,3,9.33,4,3,2,432
13176,40840.65,1,7.19,3,0,1,301
13177,40822.41,1,16.61,3,0,3,303
13178,40860.68,11,21.61,4,5,4,454
13182,40841.57,1,11.02,3,0,2,302
13183,40879.44,9,42.10,5,5,5,555
13184,40872.50,12,9.15,4,5,2,452
13185,40619.50,1,71.40,1,0,5,105
13186,40847.49,5,18.33,3,4,3,343
13187,40549.79,1,6.38,1,0,1,101
13188,40875.64,1,57.30,5,0,5,505
13189,40868.44,2,9.15,4,2,2,422
13192,40791.59,2,14.48,2,2,2,222
13193,40825.60,1,4.06,3,0,1,301
13194,40751.38,1,20.23,2,0,4,204
13196,40875.58,4,16.24,5,3,3,533
13198,40876.64,8,14.78,5,5,2,552
13199,40883.52,37,81.70,5,5,5,555
13200,40867.65,4,18.92,4,3,4,434
13203,40877.45,4,15.07,5,3,2,532
13207,40871.62,2,31.28,4,2,5,425
13208,40828.41,6,8.23,3,4,1,341
13209,40856.58,11,17.69,4,5,3,453
13210,40793.35,1,16.07,2,0,3,203
13211,40876.61,3,21.38,5,3,4,534
13212,40877.63,4,5.49,5,3,1,531
13213,40830.49,6,16.50,3,4,3,343
13216,40619.51,1,66.75,1,0,5,105
13217,40764.65,5,19.09,2,4,4,244
13218,40759.71,1,12.53,2,0,2,202
13220,40808.57,4,39.01,2,3,5,235
13221,40646.71,2,12.84,1,2,2,122
13223,40686.54,2,32.64,1,2,5,125
13224,40826.63,3,19.73,3,3,4,334
13225,40883.56,8,190.05,5,5,5,555
13226,40613.61,1,6.76,1,0,1,101
13227,40685.49,1,28.63,1,0,5,105
13228,40805.60,1,179.00,2,0,5,205
13229,40661.50,1,16.10,1,0,3,103
13230,40882.67,17,4.61,5,5,1,551
13232,40874.44,7,6.54,4,4,1,441
13233,40812.56,2,14.07,2,2,2,222
13235,40675.41,2,1.71,1,2,1,121
13236,40862.53,3,18.65,4,3,3,433
13238,40875.65,5,21.28,5,4,4,544
13239,40625.43,1,14.98,1,0,2,102
13240,40790.59,4,9.91,2,3,2,232
13242,40774.54,3,20.80,2,3,4,234
13243,40683.55,1,10.27,1,0,2,102
13244,40794.49,1,4.51,2,0,1,201
13245,40836.49,1,26.91,3,0,4,304
13246,40868.70,7,14.27,4,4,2,442
13247,40869.46,4,20.04,4,3,4,434
13248,40762.53,2,17.91,2,2,3,223
13249,40794.56,3,30.93,2,3,5,235
13253,40730.42,2,28.62,2,2,5,225
13255,40883.46,3,27.90,5,3,5,535
13256,40872.66,1,0.00,4,0,1,401
13258,40875.40,3,18.69,4,3,3,433
13259,40825.45,1,3.36,3,0,1,301
13260,40825.56,1,69.70,3,0,5,305
13261,40618.52,2,104.90,1,2,5,125
13262,40623.63,1,18.21,1,0,3,103
13263,40885.58,35,4.46,5,5,1,551
13265,40833.63,5,23.25,3,4,4,344
13266,40875.61,19,18.86,5,5,4,554
13267,40884.47,26,19.83,5,5,4,554
13268,40869.49,15,7.11,4,5,1,451
13269,40885.62,17,16.66,5,5,3,553
13270,40520.62,1,590.00,1,0,5,105
13271,40849.61,2,1.87,3,2,1,321
13272,40855.58,2,18.44,4,2,3,423
13273,40773.58,1,8.69,2,0,1,201
13276,40823.53,2,19.70,3,2,4,324
13277,40871.39,4,32.30,4,3,5,435
13278,40846.49,1,11.80,3,0,2,302
13279,40822.79,2,11.48,3,2,2,322
13280,40764.55,3,9.74,2,3,2,232
13282,40868.65,6,26.20,4,4,4,444
13283,40827.41,2,13.38,3,2,2,322
13284,40564.43,2,14.01,1,2,2,122
13285,40863.55,4,14.49,4,3,2,432
13291,40731.44,1,8.60,2,0,1,201
13292,40848.42,2,18.68,3,2,3,323
13294,40697.37,2,16.18,1,2,3,123
13295,40527.47,2,18.00,1,2,3,123
13296,40749.57,1,17.48,2,0,3,203
13297,40879.40,4,35.42,5,3,5,535
13298,40885.55,1,180.00,5,0,5,505
13299,40618.54,1,28.50,1,0,5,105
13300,40722.50,2,16.60,2,2,3,223
13301,40783.48,4,7.63,2,3,1,231
13302,40731.75,1,63.75,2,0,5,205
13304,40535.61,1,14.31,1,0,2,102
13305,40882.64,10,24.70,5,5,4,554
13307,40766.72,1,15.00,2,0,2,202
13308,40864.40,4,23.99,4,3,4,434
13309,40879.69,5,13.61,5,4,2,542
13310,40878.35,6,14.07,5,4,2,542
13311,40882.54,2,23.02,5,2,4,524
13313,40864.70,5,19.94,4,4,4,444
13314,40885.52,4,7.72,5,3,1,531
13316,40849.57,5,64.03,3,4,5,345
13317,40822.81,8,16.01,3,5,3,353
13318,40885.79,3,32.04,5,3,5,535
13319,40881.57,35,21.41,5,5,4,554
13320,40816.54,6,13.82,3,4,2,342
13321,40814.64,2,51.58,2,2,5,225
13322,40869.60,1,7.98,4,0,1,401
13323,40883.72,5,37.52,5,4,5,545
13324,40854.66,12,91.85,3,5,5,355
13325,40805.44,1,56.28,2,0,5,205
13327,40848.43,9,33.19,3,5,5,355
13328,40570.64,1,76.97,1,0,5,105
13329,40855.44,4,38.97,3,3,5,335
13330,40794.52,3,21.53,2,3,4,234
13332,40872.56,1,16.71,4,0,3,403
13334,40804.64,3,13.21,2,3,2,232
13336,40809.59,1,15.59,2,0,3,203
13338,40732.62,3,19.43,2,3,4,234
13339,40686.35,1,15.93,1,0,3,103
13340,40841.55,7,80.12,3,4,5,345
13341,40626.41,1,18.47,1,0,3,103
13343,40714.48,2,13.82,2,2,2,222
13344,40819.41,3,21.38,3,3,4,334
13345,40610.36,2,17.16,1,2,3,123
13347,40816.56,1,42.67,3,0,5,305
13348,40822.73,1,16.70,3,0,3,303
13349,40876.34,1,15.46,5,0,2,502
13350,40870.69,3,21.18,4,3,4,434
13351,40820.54,1,23.37,3,0,4,304
13352,40879.50,2,14.42,5,2,2,522
13354,40815.55,1,14.58,2,0,2,202
13355,40764.62,1,21.08,2,0,4,204
13356,40806.61,1,18.29,2,0,3,203
13357,40629.58,1,6.85,1,0,1,101
13358,40618.49,1,15.14,1,0,2,102
13359,40827.70,2,17.97,3,2,3,323
13362,40883.58,5,18.26,5,4,3,543
13363,40869.53,2,16.54,4,2,3,423
13364,40820.41,2,2.65,3,2,1,321
13365,40878.36,3,16.60,5,3,3,533
13366,40836.57,1,56.16,3,0,5,305
13368,40630.42,2,21.50,1,2,4,124
13369,40532.58,2,16.69,1,2,3,123
13370,40520.66,2,17.17,1,2,3,123
13372,40797.53,1,16.46,2,0,3,203
13373,40826.45,3,20.96,3,3,4,334
13375,40805.67,2,20.34,2,2,4,224
13376,40787.68,3,19.24,2,3,4,234
13379,40860.57,3,5.90,4,3,1,431
13381,40865.71,7,20.93,4,4,4,444
13382,40606.42,1,14.87,1,0,2,102
13384,40856.46,9,26.60,4,5,4,454
13385,40557.41,1,15.27,1,0,2,102
13388,40765.57,2,17.42,2,2,3,223
13389,40875.58,3,15.65,5,3,3,533
13390,40812.36,1,41.85,2,0,5,205
13391,40683.45,1,59.80,1,0,5,105
13394,40885.48,10,14.28,5,5,2,552
13395,40701.63,1,14.65,1,0,2,102
13396,40865.40,4,28.33,4,3,5,435
13397,40814.46,6,39.47,2,4,5,245
13398,40694.55,1,17.59,1,0,3,103
13402,40759.66,2,15.93,2,2,3,223
13403,40869.35,1,25.00,4,0,4,404
13404,40885.65,2,22.95,5,2,4,524
13405,40812.71,3,21.20,2,3,4,234
13408,40885.38,77,55.24,5,5,5,555
13410,40878.37,7,32.96,5,4,5,545
13411,40779.58,1,11.86,2,0,2,202
13414,40753.49,3,57.94,2,3,5,235
13416,40843.37,2,37.50,3,2,5,325
13417,40882.37,2,22.89,5,2,4,524
13418,40875.43,23,18.82,4,5,3,453
13419,40823.53,1,13.82,3,0,2,302
13420,40752.51,4,14.04,2,3,2,232
13421,40846.60,3,17.78,3,3,3,333
13422,40835.57,2,20.32,3,2,4,324
13425,40778.72,3,20.82,2,3,4,234
13426,40886.37,12,23.00,5,5,4,554
13427,40867.54,3,20.09,4,3,4,434
13428,40876.60,1,2.86,5,0,1,501
13429,40876.38,4,15.03,5,3,2,532
13430,40868.35,4,12.01,4,3,2,432
13431,40819.58,2,27.59,3,2,5,325
13434,40812.60,2,53.42,2,2,5,225
13435,40881.62,9,36.84,5,5,5,555
13436,40885.44,1,16.41,5,0,3,503
13437,40872.58,7,20.41,4,4,4,444
13439,40631.60,1,5.25,1,0,1,101
13441,40795.40,1,22.82,2,0,4,204
13447,40863.57,4,17.81,4,3,3,433
13448,40870.52,10,17.42,4,5,3,453
13449,40863.35,1,15.36,4,0,2,402
13450,40860.50,6,28.78,4,4,5,445
13451,40860.67,6,6.53,4,4,1,441
13452,40627.60,2,295.00,1,2,5,125
13453,40721.40,2,21.00,2,2,4,224
13455,40862.47,4,19.01,4,3,4,434
13456,40869.39,7,26.74,4,4,4,444
13458,40879.65,22,24.21,5,5,4,554
13460,40857.72,2,10.79,4,2,2,422
13461,40848.38,3,53.52,3,3,5,335
13462,40703.83,2,14.33,1,2,2,122
13464,40828.63,1,16.46,3,0,3,303
13466,40786.65,2,16.55,2,2,3,223
13467,40876.42,2,10.94,5,2,2,522
13468,40885.44,41,18.49,5,5,3,553
13470,40787.62,2,16.50,2,2,3,223
13471,40885.66,4,9.80,5,3,2,532
13473,40826.47,3,18.98,3,3,4,334
13474,40650.58,1,3.66,1,0,1,101
13475,40695.58,4,16.65,1,3,3,133
13476,40708.50,4,20.30,1,3,4,134
13477,40849.50,8,17.80,3,5,3,353
13479,40688.70,3,18.19,1,3,3,133
13481,40841.38,8,16.14,3,5,3,353
13482,40654.71,1,16.79,1,0,3,103
13483,40821.50,1,14.03,3,0,2,302
13484,40645.69,1,39.23,1,0,5,105
13485,40653.58,1,19.75,1,0,4,104
13486,40808.55,3,16.27,2,3,3,233
13487,40829.50,3,16.92,3,3,3,333
13488,40869.61,17,20.87,4,5,4,454
13489,40781.55,4,32.11,2,3,5,235
13491,40835.36,10,14.14,3,5,2,352
13492,40750.60,3,25.40,2,3,4,234
13493,40611.65,2,77.33,1,2,5,125
13494,40575.50,1,17.57,1,0,3,103
13495,40879.47,6,38.27,5,4,5,545
13496,40876.46,3,17.16,5,3,3,533
13497,40604.38,3,18.32,1,3,3,133
13499,40869.47,7,26.18,4,4,4,444
13500,40863.65,4,17.95,4,3,3,433
13501,40644.40,2,24.73,1,2,4,124
13502,40870.44,3,16.22,4,3,3,433
13503,40815.56,1,12.76,2,0,2,202
13504,40822.56,1,13.45,3,0,2,302
13505,40819.51,8,18.87,3,5,4,354
13506,40574.64,3,15.61,1,3,3,133
13507,40883.55,4,15.30,5,3,2,532
13508,40643.50,1,9.25,1,0,2,102
13509,40878.42,7,22.27,5,4,4,544
13510,40885.57,5,15.09,5,4,2,542
13512,40626.42,1,16.75,1,0,3,103
13513,40760.49,1,20.51,2,0,4,204
13514,40813.40,1,38.05,2,0,5,205
13515,40814.48,4,15.10,2,3,2,232
13516,40865.55,3,31.58,4,3,5,435
13517,40827.49,5,14.75,3,4,2,342
13518,40801.44,1,17.35,2,0,3,203
13519,40836.66,2,12.31,3,2,2,322
13520,40828.43,8,38.38,3,5,5,355
13521,40885.58,3,2.56,5,3,1,531
13522,40856.63,1,25.16,4,0,4,404
13523,40853.63,6,22.27,3,4,4,344
13524,40846.52,5,25.19,3,4,4,344
13525,40872.50,2,104.80,4,2,5,425
13527,40853.50,8,10.08,3,5,2,352
13529,40808.39,2,20.52,2,2,4,224
13531,40681.71,2,21.99,1,2,4,124
13532,40853.52,1,3.18,3,0,1,301
13533,40704.50,3,3.59,1,3,1,131
13534,40884.62,40,16.41,5,5,3,553
13536,40885.69,7,19.35,5,4,4,544
13538,40843.69,7,51.23,3,4,5,345
13539,40801.43,4,15.94,2,3,3,233
13544,40847.50,2,3.54,3,2,1,321
13546,40874.62,3,6.40,4,3,1,431
13548,40790.62,2,5.50,2,2,1,221
13549,40861.39,8,17.62,4,5,3,453
13551,40567.62,1,22.95,1,0,4,104
13552,40820.64,16,29.70,3,5,5,355
13555,40813.53,4,30.51,2,3,5,235
13557,40858.64,2,17.18,4,2,3,423
13558,40881.48,4,3.46,5,3,1,531
13560,40879.55,1,5.36,5,0,1,501
13561,40671.53,1,10.13,1,0,2,102
13562,40805.45,3,21.94,2,3,4,234
13563,40802.61,2,15.87,2,2,3,223
13564,40742.61,5,7.51,2,4,1,241
13565,40867.61,2,6.32,4,2,1,421
13566,40846.50,2,4.97,3,2,1,321
13568,40713.61,1,4.35,2,0,1,201
13569,40869.55,2,4.30,4,2,1,421
13570,40643.57,1,8.87,1,0,1,101
13571,40874.45,12,6.14,4,5,1,451
13572,40681.50,1,41.95,1,0,5,105
13573,40836.61,2,11.61,3,2,2,322
13575,40863.55,5,15.91,4,4,3,443
13576,40876.65,20,51.56,5,5,5,555
13577,40861.64,5,19.51,4,4,4,444
13579,40872.36,2,20.31,4,2,4,424
13581,40577.61,1,11.80,1,0,2,102
13583,40731.44,1,14.74,2,0,2,202
13584,40580.53,1,5.93,1,0,1,101
13587,40855.47,3,45.89,3,3,5,335
13588,40871.45,13,13.56,4,5,2,452
13589,40872.51,2,18.08,4,2,3,423
13590,40875.54,7,22.20,4,4,4,444
13591,40822.52,3,19.26,3,3,4,334
13592,40851.41,4,15.50,3,3,2,332
13593,40778.57,5,15.35,2,4,2,242
13594,40834.43,1,15.27,3,0,2,302
13596,40881.50,2,4.55,5,2,1,521
13598,40839.61,2,4.09,3,2,1,321
13599,40885.81,31,19.31,5,5,4,554
13600,40574.64,1,11.55,1,0,2,102
13601,40841.73,2,6.98,3,2,1,321
13602,40822.49,1,18.65,3,0,3,303
13603,40860.66,1,6.09,4,0,1,401
13606,40857.74,3,6.92,4,3,1,431
13607,40846.68,1,6.97,3,0,1,301
13610,40874.65,9,4.98,4,5,1,451
13611,40797.62,4,15.24,2,3,2,232
13614,40862.62,4,8.13,4,3,1,431
13615,40574.48,2,16.67,1,2,3,123
13617,40846.58,3,12.37,3,3,2,332
13618,40713.46,1,13.64,2,0,2,202
13621,40770.35,1,11.26,2,0,2,202
13623,40856.50,7,7.86,4,4,1,441
13626,40634.42,1,13.54,1,0,2,102
13627,40827.60,7,17.28,3,4,3,343
13629,40863.56,11,132.07,4,5,5,455
13630,40881.64,11,24.95,5,5,4,554
13631,40787.41,12,251.81,2,5,5,255
13632,40862.45,6,14.48,4,4,2,442
13634,40853.57,5,8.32,3,4,1,341
13635,40819.45,1,17.27,3,0,3,303
13636,40850.44,6,14.71,3,4,2,342
13637,40834.56,3,8.12,3,3,1,331
13638,40871.44,1,15.33,4,0,2,402
13639,40812.57,1,25.83,2,0,4,204
13642,40671.52,1,5.48,1,0,1,101
13643,40855.65,3,18.55,4,3,3,433
13644,40878.35,5,17.84,5,4,3,543
13645,40766.67,1,50.42,2,0,5,205
13647,40877.50,5,20.76,5,4,4,544
13649,40630.49,2,15.07,1,2,2,122
13650,40870.52,6,18.46,4,4,3,443
13651,40851.62,2,15.70,3,2,3,323
13652,40841.37,3,17.38,3,3,3,333
13654,40843.68,6,16.32,3,4,3,343
13655,40772.60,2,16.66,2,2,3,223
13656,40722.44,2,7.75,2,2,1,221
13657,40876.52,2,23.88,5,2,4,524
13658,40877.43,7,23.32,5,4,4,544
13659,40689.83,3,14.40,1,3,2,132
13662,40801.50,7,15.13,2,4,2,242
13663,40707.66,1,14.57,1,0,2,102
13666,40826.65,3,7.05,3,3,1,331
13667,40737.65,1,3.60,2,0,1,201
13668,40884.51,29,12.47,5,5,2,552
13669,40836.40,2,24.28,3,2,4,324
13670,40811.64,1,13.99,2,0,2,202
13672,40585.58,6,0.73,1,4,1,141
13673,40868.51,2,6.46,4,2,1,421
13675,40735.54,2,19.47,2,2,4,224
13678,40735.43,1,14.54,2,0,2,202
13680,40885.57,5,14.90,5,4,2,542
13681,40869.47,4,14.52,4,3,2,432
13682,40699.59,1,19.83,1,0,4,104
13684,40601.43,2,2.25,1,2,1,121
13685,40884.49,7,79.99,5,4,5,545
13686,40704.38,1,9.00,1,0,2,102
13689,40823.56,1,151.67,3,0,5,305
13690,40827.63,1,19.14,3,0,4,304
13692,40862.47,5,26.67,4,4,4,444
13693,40561.64,2,-8.00,1,2,1,121
13694,40883.40,60,111.81,5,5,5,555
13695,40855.60,15,27.82,4,5,5,455
13697,40848.38,1,12.61,3,0,2,302
13699,40731.70,1,22.04,2,0,4,204
13700,40860.54,10,11.59,4,5,2,452
13703,40568.55,1,99.50,1,0,5,105
13704,40881.63,10,17.00,5,5,3,553
13705,40879.52,3,25.42,5,3,4,534
13706,40584.39,1,16.54,1,0,3,103
13707,40619.75,2,16.80,1,2,3,123
13708,40615.57,1,5.82,1,0,1,101
13709,40883.44,17,18.12,5,5,3,553
13710,40855.34,1,22.56,3,0,4,304
13711,40668.44,2,19.39,1,2,4,124
13712,40640.52,1,22.88,1,0,4,104
13715,40605.81,7,9.97,1,4,2,142
13716,40617.58,1,6.58,1,0,1,101
13717,40854.59,7,13.91,3,4,2,342
13718,40640.56,2,25.55,1,2,4,124
13719,40871.64,5,17.36,4,4,3,443
13720,40770.53,4,18.60,2,3,3,233
13721,40850.59,1,18.72,3,0,3,303
13722,40766.64,4,27.55,2,3,5,235
13723,40669.71,1,33.31,1,0,5,105
13725,40837.42,11,15.76,3,5,3,353
13726,40848.45,2,25.71,3,2,4,324
13727,40858.41,2,16.67,4,2,3,423
13728,40850.45,6,16.13,3,4,3,343
13730,40751.36,2,17.50,2,2,3,223
13731,40667.61,2,16.07,1,2,3,123
13732,40858.66,1,14.90,4,0,2,402
13735,40862.47,8,13.16,4,5,2,452
13736,40881.64,3,3.73,5,3,1,531
13737,40686.69,1,11.32,1,0,2,102
13739,40868.57,1,72.30,4,0,5,405
13740,40646.44,1,15.25,1,0,2,102
13741,40815.39,4,19.04,2,3,4,234
13742,40870.46,14,9.78,4,5,2,452
13743,40884.42,8,31.91,5,5,5,555
13744,40791.64,2,17.15,2,2,3,223
13745,40735.60,2,11.21,2,2,2,222
13747,40513.44,1,79.60,0,0,5,5
13748,40791.41,4,33.87,2,3,5,235
13750,40833.51,5,68.64,3,4,5,345
13751,40598.66,1,32.92,1,0,5,105
13752,40762.59,6,15.67,2,4,3,243
13753,40599.53,1,21.18,1,0,4,104
13754,40735.49,2,23.55,2,2,4,224
13755,40883.52,10,6.35,5,5,1,551
13756,40884.70,15,35.98,5,5,5,555
13758,40875.47,7,27.27,4,4,5,445
13759,40853.62,2,26.38,3,2,4,324
13760,40832.68,2,5.03,3,2,1,321
13761,40836.58,2,15.30,3,2,2,322
13762,40682.64,2,12.00,1,2,2,122
13763,40823.63,3,106.65,3,3,5,335
13764,40816.50,3,7.34,3,3,1,331
13767,40884.63,51,42.47,5,5,5,555
13769,40884.63,16,19.38,5,5,4,554
13771,40822.60,5,21.93,3,4,4,344
13772,40853.49,3,6.47,3,3,1,331
13774,40805.50,1,15.68,2,0,3,203
13777,40886.52,40,119.49,5,5,5,555
13778,40783.64,1,19.86,2,0,4,204
13780,40879.58,2,6.32,5,2,1,521
13781,40636.51,1,7.52,1,0,1,101
13782,40874.50,6,8.04,4,4,1,441
13784,40877.40,11,79.44,5,5,5,555
13786,40519.58,1,32.91,1,0,5,105
13787,40811.50,2,9.97,2,2,2,222
13790,40882.66,1,7.75,5,0,1,501
13791,40843.61,3,61.63,3,3,5,335
13792,40820.60,2,15.04,3,2,2,322
13798,40885.66,63,84.26,5,5,5,555
13799,40770.50,2,17.66,2,2,3,223
13800,40577.52,1,16.92,1,0,3,103
13801,40820.43,1,14.12,3,0,2,302
13802,40748.56,6,70.34,2,4,5,245
13803,40631.54,1,16.30,1,0,3,103
13804,40856.52,7,19.24,4,4,4,444
13805,40834.62,2,71.12,3,2,5,325
13806,40823.49,1,25.64,3,0,4,304
13807,40519.66,1,16.09,1,0,3,103
13808,40881.51,5,23.00,5,4,4,544
13809,40581.55,1,12.92,1,0,2,102
13810,40858.36,4,24.45,4,3,4,434
13811,40703.41,4,42.27,1,3,5,135
13812,40844.60,3,14.97,3,3,2,332
13813,40847.44,5,19.06,3,4,4,344
13814,40830.71,3,27.70,3,3,5,335
13815,40864.60,5,22.68,4,4,4,444
13816,40863.36,4,16.82,4,3,3,433
13817,40857.74,2,15.96,4,2,3,423
13819,40585.44,3,31.68,1,3,5,135
13821,40742.41,2,6.54,2,2,1,221
13822,40881.51,2,6.58,5,2,1,521
13823,40868.43,2,23.94,4,2,4,424
13824,40854.53,5,36.93,3,4,5,345
13826,40728.69,2,14.55,2,2,2,222
13827,40829.53,3,4.43,3,3,1,331
13828,40864.67,1,13.97,4,0,2,402
13829,40527.69,1,,1,0,1,101
13831,40870.65,6,30.53,4,4,5,445
13832,40869.52,2,10.24,4,2,2,422
13833,40727.56,1,13.71,2,0,2,202
13835,40861.65,4,15.17,4,3,2,432
13837,40675.51,2,14.81,1,2,2,122
13838,40881.46,4,4.09,5,3,1,531
13841,40634.51,1,85.00,1,0,5,105
13842,40828.45,9,16.44,3,5,3,353
13844,40875.56,1,18.08,5,0,3,503
13845,40822.35,1,34.78,3,0,5,305
13846,40862.50,4,14.61,4,3,2,432
13848,40794.54,3,251.00,2,3,5,235
13849,40835.46,2,15.23,3,2,2,322
13850,40798.75,2,16.88,2,2,3,223
13851,40791.53,3,32.73,2,3,5,235
13853,40878.34,2,44.04,5,2,5,525
13854,40878.38,29,71.32,5,5,5,555
13856,40718.42,5,21.38,2,4,4,244
13858,40829.68,1,19.65,3,0,4,304
13859,40560.68,1,7.18,1,0,1,101
13860,40885.54,5,16.10,5,4,3,543
13862,40868.68,10,15.40,4,5,2,452
13863,40641.71,2,13.62,1,2,2,122
13865,40828.56,4,16.72,3,3,3,333
13866,40812.62,1,20.81,2,0,4,204
13867,40855.66,3,16.64,4,3,3,433
13868,40879.69,2,96.74,5,2,5,525
13869,40763.58,4,10.13,2,3,2,232
13870,40884.56,10,23.32,5,5,4,554
13871,40864.45,13,18.90,4,5,4,454
13873,40767.42,4,15.90,2,3,3,233
13874,40528.76,1,30.03,1,0,5,105
13875,40833.40,5,17.18,3,4,3,343
13876,40823.43,1,17.53,3,0,3,303
13877,40800.66,1,39.08,2,0,5,205
13878,40832.51,1,35.60,3,0,5,305
13880,40865.57,13,19.51,4,5,4,454
13881,40883.53,22,96.40,5,5,5,555
13882,40884.47,6,17.14,5,4,3,543
13883,40885.81,9,16.44,5,5,3,553
13884,40879.69,6,13.02,5,4,2,542
13885,40697.63,2,18.10,1,2,3,123
13886,40815.55,1,15.22,2,0,2,202
13887,40682.72,1,18.40,1,0,3,103
13888,40767.43,2,15.27,2,2,2,222
13889,40794.38,1,27.79,2,0,5,205
13890,40885.65,14,16.32,5,5,3,553
13892,40860.49,4,23.44,4,3,4,434
13893,40589.48,1,39.10,1,0,5,105
13894,40864.57,5,17.87,4,4,3,443
13895,40865.72,5,21.75,4,4,4,444
13897,40836.60,1,18.25,3,0,3,303
13898,40561.44,1,12.99,1,0,2,102
13899,40870.57,2,20.45,4,2,4,424
13900,40703.81,3,17.23,1,3,3,133
13901,40814.62,5,19.24,2,4,4,244
13904,40849.57,2,12.79,3,2,2,322
13908,40807.49,5,18.63,2,4,3,243
13911,40829.65,9,17.44,3,5,3,353
13914,40883.45,3,18.06,5,3,3,533
13917,40837.41,2,15.11,3,2,2,322
13918,40837.52,2,40.43,3,2,5,325
13919,40833.64,3,10.61,3,3,2,332
13922,40535.44,1,24.61,1,0,4,104
13923,40833.52,1,17.56,3,0,3,303
13924,40885.40,11,12.66,5,5,2,552
13925,40850.54,5,13.70,3,4,2,342
13926,40863.55,1,20.35,4,0,4,404
13927,40812.50,1,16.62,2,0,3,203
13928,40876.44,4,17.21,5,3,3,533
13929,40717.64,3,80.29,2,3,5,235
13930,40829.41,2,19.84,3,2,4,324
13931,40801.42,3,20.86,2,3,4,234
13932,40592.50,1,19.21,1,0,4,104
13933,40777.59,2,26.47,2,2,4,224
13934,40623.36,1,29.75,1,0,5,105
13936,40715.74,2,13.38,2,2,2,222
13937,40717.69,1,17.65,2,0,3,203
13938,40851.61,1,10.24,3,0,2,302
13939,40863.56,4,12.10,4,3,2,432
13940,40869.64,4,17.13,4,3,3,433
13941,40865.40,7,102.71,4,4,5,445
13946,40807.56,3,51.05,2,3,5,235
13947,40821.61,1,18.12,3,0,3,303
13948,40526.43,1,34.00,1,0,5,105
13949,40884.40,6,15.20,5,4,2,542
13950,40875.61,5,20.24,5,4,4,544
13951,40710.70,3,17.29,2,3,3,233
13952,40675.81,3,23.52,1,3,4,134
13953,40879.67,7,175.78,5,4,5,545
13954,40885.53,3,12.62,5,3,2,532
13955,40732.72,2,9.79,2,2,2,222
13956,40881.56,5,6.93,5,4,1,541
13958,40514.71,1,-20.49,1,0,1,101
13959,40807.63,3,6.50,2,3,1,231
13960,40865.64,2,19.19,4,2,4,424
13962,40865.37,2,15.41,4,2,2,422
13963,40578.61,4,18.99,1,3,4,134
13967,40741.50,1,40.35,2,0,5,205
13969,40879.63,20,14.21,5,5,2,552
13971,40878.35,11,17.10,5,5,3,553
13972,40816.50,2,12.68,3,2,2,322
13973,40599.64,1,24.06,1,0,4,104
13974,40837.61,1,14.77,3,0,2,302
13975,40855.55,7,7.37,4,4,1,441
13976,40680.38,1,35.80,1,0,5,105
13978,40872.48,2,13.12,4,2,2,422
13979,40813.56,1,16.11,2,0,3,203
13980,40826.57,1,18.19,3,0,3,303
13982,40847.68,5,16.18,3,4,3,343
13983,40857.46,13,23.13,4,5,4,454
13984,40860.53,6,28.71,4,4,5,445
13985,40882.71,16,19.90,5,5,4,554
13986,40869.63,1,24.65,4,0,4,404
13988,40867.43,9,17.15,4,5,3,453
13989,40821.41,2,30.88,3,2,5,325
13990,40673.64,1,19.46,1,0,4,104
13991,40874.68,7,9.89,4,4,2,442
13992,40856.64,1,15.36,4,0,2,402
13993,40854.54,12,27.28,3,5,5,355
13994,40883.46,6,14.92,5,4,2,542
13995,40871.60,6,15.90,4,4,3,443
13999,40876.57,15,18.23,5,5,3,553
14000,40680.57,2,39.61,1,2,5,125
14001,40841.44,4,50.76,3,3,5,335
14002,40752.66,2,11.27,2,2,2,222
14004,40843.61,7,26.80,3,4,4,344
14005,40877.53,5,34.22,5,4,5,545
14006,40771.40,3,32.07,2,3,5,235
14009,40688.66,3,15.59,1,3,3,133
14012,40609.52,1,29.89,1,0,5,105
14013,40776.63,3,13.91,2,3,2,232
14014,40809.55,1,12.95,2,0,2,202
14015,40834.42,1,45.87,3,0,5,305
14016,40732.60,5,26.72,2,4,4,244
14019,40840.43,4,20.57,3,3,4,334
14020,40870.39,2,16.48,4,2,3,423
14021,40731.66,3,28.72,2,3,5,235
14022,40661.61,1,15.71,1,0,3,103
14023,40879.58,2,18.84,5,2,3,523
14024,40765.48,2,20.48,2,2,4,224
14027,40826.38,1,17.47,3,0,3,303
14029,40823.62,2,31.18,3,2,5,325
14030,40868.70,8,9.75,4,5,2,452
14031,40879.72,23,62.45,5,5,5,555
14032,40884.64,18,19.28,5,5,4,554
14034,40864.58,4,7.06,4,3,1,431
14035,40858.42,5,21.64,4,4,4,444
14036,40602.39,1,16.49,1,0,3,103
14037,40710.58,2,5.26,2,2,1,221
14038,40808.57,4,16.71,2,3,3,233
14039,40853.58,1,25.37,3,0,4,304
14040,40846.53,15,14.91,3,5,2,352
14041,40620.56,1,6.73,1,0,1,101
14044,40860.50,4,3.13,4,3,1,431
