CustomerID,Half,Coefficient,Risk_Group
15555,2,0.70882161,Low_Risk
15563,1,0,Low_Risk
15563,2,-1,Low_Risk
15570,1,-0.990200469,Low_Risk
15570,2,0.136957471,Low_Risk
15572,1,-1,Low_Risk
15572,2,-0.558028595,Low_Risk
15601,1,-0.862791808,Low_Risk
15601,2,-0.133981905,Low_Risk
15602,1,-0.137096942,Low_Risk
15602,2,0.172158992,Low_Risk
15611,1,0.814590844,Low_Risk
15611,2,-0.447739117,Low_Risk
15615,1,0.837853086,Low_Risk
15615,2,0.783753768,Low_Risk
15621,2,-1,Low_Risk
15622,1,-0.545329066,Low_Risk
15622,2,-0.999999974,Low_Risk
15628,1,-1,Low_Risk
15628,2,-0.159907977,Low_Risk
15632,1,-0.99444696,Low_Risk
15632,2,-0.065674601,Low_Risk
15640,1,0.582484701,Low_Risk
15640,2,0.498796012,Low_Risk
15660,1,1,Low_Risk
15660,2,0.705509392,Low_Risk
15671,1,-1,Low_Risk
15671,2,0.824639569,Low_Risk
15676,1,-1,Low_Risk
15676,2,0,Low_Risk
15687,1,-0.483346609,Low_Risk
15687,2,-0.941067415,Low_Risk
15694,1,0.546526822,Low_Risk
15694,2,-0.886357739,Low_Risk
15712,1,-1,Low_Risk
15712,2,-0.31633281,Low_Risk
15737,1,-1,Low_Risk
15737,2,-0.823214445,Low_Risk
15738,1,-0.571122918,Low_Risk
15738,2,0.362109253,Low_Risk
15745,1,0,Low_Risk
15745,2,-0.235759668,Low_Risk
15750,1,1,Low_Risk
15750,2,-0.73680729,Low_Risk
15755,1,-1,Low_Risk
15755,2,-0.793017002,Low_Risk
15769,1,-0.378595864,Low_Risk
15769,2,-0.22907096,Low_Risk
15785,1,-0.585357049,Low_Risk
15785,2,1,Low_Risk
15796,1,0.09200371,Low_Risk
15796,2,0.913785085,Low_Risk
15804,1,1,Low_Risk
15804,2,-0.174675143,Low_Risk
15805,1,-0.238150891,Low_Risk
15805,2,0.145194109,Low_Risk
15811,1,0.07024804,Low_Risk
15811,2,-1,Low_Risk
15814,2,-0.963869289,Low_Risk
15838,1,0.364089367,Low_Risk
15838,2,0.370921992,Low_Risk
15845,1,-0.288102183,Low_Risk
15845,2,0.811936721,Low_Risk
15854,1,0.916448675,Low_Risk
15854,2,-0.762323399,Low_Risk
15856,1,-0.309923638,Low_Risk
15856,2,0.930844197,Low_Risk
15861,1,0,Low_Risk
15861,2,0.78529043,Low_Risk
15864,1,0.058168651,Low_Risk
15864,2,-0.910500535,Low_Risk
15867,1,-0.020256098,Low_Risk
15867,2,-0.821485826,Low_Risk
15898,1,-0.537049978,Low_Risk
15898,2,0,Low_Risk
15903,1,0.674092673,Low_Risk
15903,2,1,Low_Risk
15906,1,-1,Low_Risk
15906,2,0.394028975,Low_Risk
15910,1,-0.858677886,Low_Risk
15910,2,0.258967117,Low_Risk
15916,1,-0.974566845,Low_Risk
15916,2,1,Low_Risk
15932,1,-0.845393416,Low_Risk
15932,2,0.949159904,Low_Risk
15950,2,-0.750441033,Low_Risk
15953,1,-0.162849039,Low_Risk
15953,2,1,Low_Risk
15955,1,-0.954346257,Low_Risk
15955,2,-0.52591143,Low_Risk
15971,1,-0.985541289,Low_Risk
15971,2,0.077211085,Low_Risk
15981,1,-0.040832079,Low_Risk
15981,2,0.848630603,Low_Risk
15984,1,0.843614201,Low_Risk
15984,2,-0.170139913,Low_Risk
15993,2,-0.869168829,Low_Risk
16011,1,0.266186703,Low_Risk
16011,2,0.220709223,Low_Risk
16013,1,0.280656467,Low_Risk
16013,2,0.140876396,Low_Risk
16016,1,-1,Low_Risk
16016,2,0.286693481,Low_Risk
16019,1,-0.60155927,Low_Risk
16019,2,-0.524207742,Low_Risk
16033,1,0.278686412,Low_Risk
16033,2,-0.278777211,Low_Risk
16057,1,-0.227439406,Low_Risk
16057,2,-0.519121946,Low_Risk
16076,1,0,Low_Risk
16076,2,-0.430091943,Low_Risk
16103,1,-1,Low_Risk
16103,2,-0.990561718,Low_Risk
16115,1,-0.152712414,Low_Risk
16115,2,-0.728601333,Low_Risk
16133,1,0.377547579,Low_Risk
16133,2,-0.411845913,Low_Risk
16143,1,-1,Low_Risk
16143,2,1,Low_Risk
16145,1,-0.440861851,Low_Risk
16145,2,0.22186097,Low_Risk
16156,1,0.924488339,Low_Risk
16156,2,-0.21732001,Low_Risk
16161,1,0.267082947,Low_Risk
16161,2,0.01962215,Low_Risk
16168,1,0.401359484,Low_Risk
16168,2,0.293861944,Low_Risk
16186,1,-0.999999384,Low_Risk
16186,2,-0.193643396,Low_Risk
16191,1,-0.721652622,Low_Risk
16191,2,-0.015913646,Low_Risk
16201,2,0.918959596,Low_Risk
16210,1,0.645940692,Low_Risk
16210,2,0.787261752,Low_Risk
16218,1,-0.035075078,Low_Risk
16218,2,-0.724861349,Low_Risk
16240,2,-0.73324242,Low_Risk
16241,1,0.192582309,Low_Risk
16241,2,0.569832943,Low_Risk
16242,1,0.678473987,Low_Risk
16242,2,-0.325483253,Low_Risk
16255,1,-0.953490615,Low_Risk
16255,2,-0.127873998,Low_Risk
16265,1,-0.895125949,Low_Risk
16265,2,0.286705261,Low_Risk
16271,2,-0.444537007,Low_Risk
16283,1,0,Low_Risk
16283,2,0.283725845,Low_Risk
16293,1,1,Low_Risk
16293,2,-0.703820198,Low_Risk
16326,1,-0.433420254,Low_Risk
16326,2,0.459218512,Low_Risk
16332,1,0,Low_Risk
16332,2,-0.249084796,Low_Risk
16333,1,0.090712157,Low_Risk
16333,2,0.402016335,Low_Risk
16353,1,0.360533324,Low_Risk
16353,2,0.372580457,Low_Risk
16358,1,0,Low_Risk
16358,2,-0.816153974,Low_Risk
16359,1,0.34012722,Low_Risk
16359,2,-0.616800116,Low_Risk
16360,2,0.449909886,Low_Risk
16365,1,0,Low_Risk
16365,2,0.776189143,Low_Risk
16379,2,0.111685252,Low_Risk
16393,1,-0.558062419,Low_Risk
16393,2,-0.220859548,Low_Risk
16401,1,0.214531585,Low_Risk
16401,2,0.299183293,Low_Risk
16407,1,-0.649255585,Low_Risk
16407,2,-0.006840063,Low_Risk
16422,1,0.919852853,Low_Risk
16422,2,-0.718005897,Low_Risk
16426,1,0,Low_Risk
16426,2,0.750814394,Low_Risk
16438,2,-0.025857916,Low_Risk
16440,1,0,Low_Risk
16440,2,-0.77835234,Low_Risk
16458,1,0.147184235,Low_Risk
16458,2,0.119254639,Low_Risk
16474,2,-0.0836525,Low_Risk
16500,1,0,Low_Risk
16500,2,-1,Low_Risk
16523,1,-0.241160465,Low_Risk
16523,2,0.052692503,Low_Risk
16525,1,0.371588455,Low_Risk
16525,2,-0.007386089,Low_Risk
16549,1,0,Low_Risk
16549,2,0.808781738,Low_Risk
16554,1,1,Low_Risk
16554,2,-1,Low_Risk
16558,1,0.157268836,Low_Risk
16558,2,0.529384116,Low_Risk
16570,1,0.574115893,Low_Risk
16570,2,0.329607432,Low_Risk
16571,1,1,Low_Risk
16571,2,0.246756565,Low_Risk
16592,1,-0.713175883,Low_Risk
16592,2,0.27258876,Low_Risk
16600,1,-1,Low_Risk
16600,2,0.976618363,Low_Risk
16607,1,-0.294348962,Low_Risk
16607,2,0.328159838,Low_Risk
16609,1,1,Low_Risk
16609,2,0.695870712,Low_Risk
16626,1,1,Low_Risk
16626,2,0.849095109,Low_Risk
16638,1,0.797827336,Low_Risk
16638,2,-0.704315221,Low_Risk
16656,1,0.831066689,Low_Risk
16656,2,-0.922412748,Low_Risk
16670,1,0.771823309,Low_Risk
16670,2,-0.102566303,Low_Risk
16672,1,0.446344322,Low_Risk
16672,2,-0.541957254,Low_Risk
16678,1,0.998255649,Low_Risk
16678,2,0.553446299,Low_Risk
16682,1,0,Low_Risk
16682,2,-0.048989294,Low_Risk
16684,1,-0.692164586,Low_Risk
16684,2,-0.185497567,Low_Risk
16700,1,0.114671499,Low_Risk
16700,2,-0.559387273,Low_Risk
16701,1,0.247525635,Low_Risk
16701,2,-0.306685237,Low_Risk
16705,1,0.377353105,Low_Risk
16705,2,-0.547872809,Low_Risk
16710,1,1,Low_Risk
16710,2,0.958106339,Low_Risk
16711,1,0,Low_Risk
16711,2,0.241187212,Low_Risk
16712,1,-0.997159903,Low_Risk
16712,2,0.967614395,Low_Risk
16713,1,-0.121257733,Low_Risk
16713,2,0.837050348,Low_Risk
16717,1,1,Low_Risk
16717,2,0.981302273,Low_Risk
16719,1,0.942351147,Low_Risk
16719,2,-0.218311899,Low_Risk
16722,1,-0.05075424,Low_Risk
16722,2,-0.194594907,Low_Risk
16743,1,-1,Low_Risk
16743,2,-0.681448885,Low_Risk
16746,1,0.677167672,Low_Risk
16746,2,-0.422782578,Low_Risk
16764,2,0.290806658,Low_Risk
16767,1,-0.808119634,Low_Risk
16767,2,0.784694738,Low_Risk
16775,1,-0.974940602,Low_Risk
16775,2,-0.423288382,Low_Risk
16779,1,0.171256707,Low_Risk
16779,2,0.578030081,Low_Risk
16782,1,-0.940488912,Low_Risk
16782,2,0.134436051,Low_Risk
16790,2,-1,Low_Risk
16791,1,-0.763982175,Low_Risk
16791,2,0.994010842,Low_Risk
16794,1,0,Low_Risk
16794,2,-0.045340454,Low_Risk
16813,1,1,Low_Risk
16813,2,-0.670299668,Low_Risk
16814,1,-0.462646706,Low_Risk
16814,2,0.211113439,Low_Risk
16817,1,-0.043689313,Low_Risk
16817,2,1,Low_Risk
16818,1,-1,Low_Risk
16818,2,-0.285974207,Low_Risk
16837,1,1,Low_Risk
16837,2,0.83497135,Low_Risk
16839,1,0.139386345,Low_Risk
16839,2,-0.224893871,Low_Risk
16873,1,-0.843670631,Low_Risk
16873,2,0.991365408,Low_Risk
16891,2,-0.911353915,Low_Risk
16892,1,1,Low_Risk
16892,2,-1,Low_Risk
16899,1,0,Low_Risk
16899,2,0.715364558,Low_Risk
16904,1,0.838382263,Low_Risk
16904,2,-0.021321639,Low_Risk
16905,1,-1,Low_Risk
16905,2,-0.998571585,Low_Risk
16910,2,-0.917252298,Low_Risk
16912,1,-0.014860219,Low_Risk
16912,2,-0.069990716,Low_Risk
16915,1,-0.344159443,Low_Risk
16915,2,-0.999595592,Low_Risk
16923,1,-0.045248652,Low_Risk
16923,2,0.888233779,Low_Risk
16929,2,0.387627914,Low_Risk
16931,1,0.194627614,Low_Risk
16931,2,-0.114574731,Low_Risk
16933,1,0,Low_Risk
16933,2,0,Low_Risk
16938,1,1,Low_Risk
16938,2,0,Low_Risk
16942,1,0.907335881,Low_Risk
16942,2,1,Low_Risk
16945,1,-0.775526453,Low_Risk
16945,2,0.714171846,Low_Risk
16949,1,0.975503723,Low_Risk
16949,2,-1,Low_Risk
16954,1,0,Low_Risk
16954,2,0.271174256,Low_Risk
16966,1,-0.196416393,Low_Risk
16966,2,0.970953757,Low_Risk
16979,1,0,Low_Risk
16979,2,0.36726023,Low_Risk
16983,1,0.87435451,Low_Risk
16983,2,1,Low_Risk
16985,1,0.690127757,Low_Risk
16985,2,0.764262037,Low_Risk
16987,1,1,Low_Risk
16987,2,-1,Low_Risk
16989,2,-0.838371677,Low_Risk
16992,1,-1,Low_Risk
16992,2,1,Low_Risk
16996,1,1,Low_Risk
16996,2,1,Low_Risk
17001,1,0.356557286,Low_Risk
17001,2,0.764489026,Low_Risk
17017,1,0.412303134,Low_Risk
17017,2,0.609465884,Low_Risk
17042,1,-1,Low_Risk
17042,2,-0.77740311,Low_Risk
17049,1,-1,Low_Risk
17049,2,0.020347268,Low_Risk
17063,1,0.372283654,Low_Risk
17063,2,-0.344250385,Low_Risk
17068,1,-0.386790672,Low_Risk
17068,2,0.024124818,Low_Risk
17069,1,0,Low_Risk
17069,2,0.99798301,Low_Risk
17071,1,-0.198720574,Low_Risk
17071,2,-0.518447696,Low_Risk
17086,2,-0.359844904,Low_Risk
17090,1,-1,Low_Risk
17090,2,-0.820050145,Low_Risk
17091,1,0.21245209,Low_Risk
17091,2,-0.782362345,Low_Risk
17096,1,0,Low_Risk
17096,2,0.269091315,Low_Risk
17097,1,0,Low_Risk
17097,2,-0.991326813,Low_Risk
17109,1,0,Low_Risk
17109,2,1,Low_Risk
17114,1,-0.92173137,Low_Risk
17114,2,-0.600130976,Low_Risk
17115,1,-1,Low_Risk
17115,2,0,Low_Risk
17131,2,0.140193433,Low_Risk
17139,1,-0.58361341,Low_Risk
17139,2,-0.594601361,Low_Risk
17162,1,-0.150664481,Low_Risk
17162,2,-1,Low_Risk
17173,2,0.516787861,Low_Risk
17183,2,0.483850915,Low_Risk
17188,1,-0.217147314,Low_Risk
17188,2,0,Low_Risk
17211,1,-0.450599606,Low_Risk
17211,2,1,Low_Risk
17218,1,1,Low_Risk
17218,2,-0.615678178,Low_Risk
17220,1,0.829964658,Low_Risk
17220,2,-0.474334118,Low_Risk
17228,1,1,Low_Risk
17228,2,0.962081945,Low_Risk
17231,1,0.837260459,Low_Risk
17231,2,0.900248485,Low_Risk
17238,1,0.110901109,Low_Risk
17238,2,0.604497722,Low_Risk
17243,1,-0.336521413,Low_Risk
17243,2,0.57150111,Low_Risk
17288,1,0.798925666,Low_Risk
17288,2,0,Low_Risk
17293,1,0,Low_Risk
17293,2,0.230163778,Low_Risk
17306,1,0.352107655,Low_Risk
17306,2,0.702390025,Low_Risk
17314,1,0.82836209,Low_Risk
17314,2,0.560017828,Low_Risk
17315,1,-0.437862398,Low_Risk
17315,2,-0.554025582,Low_Risk
17323,1,-0.46558413,Low_Risk
17323,2,0.986025028,Low_Risk
17338,1,-0.749664751,Low_Risk
17338,2,0.961521722,Low_Risk
17340,1,-0.967253233,Low_Risk
17340,2,0.814034522,Low_Risk
17346,1,0.969358595,Low_Risk
17346,2,0.105487056,Low_Risk
17350,2,-1,Low_Risk
17364,1,0.724719877,Low_Risk
17364,2,0.552838361,Low_Risk
17365,1,-0.82178004,Low_Risk
17365,2,-0.987846067,Low_Risk
17368,1,0.957018614,Low_Risk
17368,2,1,Low_Risk
17377,1,-0.839423663,Low_Risk
17377,2,0.907694568,Low_Risk
17381,1,-0.063994794,Low_Risk
17381,2,-0.882185628,Low_Risk
17386,1,0,Low_Risk
17386,2,0.33573321,Low_Risk
17389,1,0.408273778,Low_Risk
17389,2,0.729960286,Low_Risk
17402,1,0.968856411,Low_Risk
17402,2,-0.310648538,Low_Risk
17404,1,-0.192219268,Low_Risk
17404,2,-0.575142239,Low_Risk
17405,2,-0.60725497,Low_Risk
17412,1,-1,Low_Risk
17412,2,0.633480952,Low_Risk
17416,1,-0.999999526,Low_Risk
17416,2,0.434538801,Low_Risk
17419,1,0.318325277,Low_Risk
17419,2,0.500570801,Low_Risk
17422,1,0.818342238,Low_Risk
17422,2,0.08926661,Low_Risk
17426,1,1,Low_Risk
17426,2,-1,Low_Risk
17428,1,0.553077704,Low_Risk
17428,2,-0.185616398,Low_Risk
17434,2,0.117669293,Low_Risk
17442,1,0.025550675,Low_Risk
17442,2,-0.785385309,Low_Risk
17449,1,-1,Low_Risk
17449,2,0.439279499,Low_Risk
17450,1,-0.145436295,Low_Risk
17450,2,-0.129077241,Low_Risk
17451,2,0.143230311,Low_Risk
17481,2,0.209644753,Low_Risk
17490,1,0,Low_Risk
17490,2,0.059520212,Low_Risk
17491,1,-0.513160374,Low_Risk
17491,2,0.390796838,Low_Risk
17511,1,-0.079162053,Low_Risk
17511,2,0.243905591,Low_Risk
17512,1,-0.984907817,Low_Risk
17512,2,0.820440763,Low_Risk
17522,1,1,Low_Risk
17522,2,1,Low_Risk
17526,1,-0.785629676,Low_Risk
17526,2,0,Low_Risk
17528,2,-0.817345443,Low_Risk
17530,1,-0.256898501,Low_Risk
17530,2,-0.766460669,Low_Risk
17554,2,-0.890434975,Low_Risk
17562,1,0,Low_Risk
17562,2,-0.085260887,Low_Risk
17567,1,-0.242073743,Low_Risk
17567,2,0.124951074,Low_Risk
17576,1,0.475198558,Low_Risk
17576,2,-0.014118169,Low_Risk
17581,1,0.976234955,Low_Risk
17581,2,0.358776643,Low_Risk
17593,1,0,Low_Risk
17593,2,-0.318232945,Low_Risk
17602,1,0,Low_Risk
17602,2,0.501323174,Low_Risk
17611,1,-0.943560327,Low_Risk
17611,2,0.25094925,Low_Risk
17613,1,-0.848493306,Low_Risk
17613,2,0.079329811,Low_Risk
17629,1,-0.321013292,Low_Risk
17629,2,0.252512551,Low_Risk
17644,1,0.116989355,Low_Risk
17644,2,-0.06898308,Low_Risk
17651,1,0,Low_Risk
17651,2,0.412854892,Low_Risk
17652,1,0.975527822,Low_Risk
17652,2,0.488589338,Low_Risk
17655,1,-1,Low_Risk
17655,2,0.709817109,Low_Risk
17659,1,0.149882108,Low_Risk
17659,2,-0.204194121,Low_Risk
17663,1,-0.83010023,Low_Risk
17663,2,0.919404702,Low_Risk
17673,1,0.426237673,Low_Risk
17673,2,-1,Low_Risk
17675,1,0.108708426,Low_Risk
17675,2,-0.238259329,Low_Risk
17676,2,-0.65804009,Low_Risk
17677,1,0.490231274,Low_Risk
17677,2,-0.668641057,Low_Risk
17682,1,-0.491781252,Low_Risk
17682,2,0.997845706,Low_Risk
17686,1,-1,Low_Risk
17686,2,-0.624580769,Low_Risk
17690,1,-0.089568896,Low_Risk
17690,2,0.748999032,Low_Risk
17705,1,-0.875799002,Low_Risk
17705,2,0.03135053,Low_Risk
17706,1,1,Low_Risk
17706,2,-0.759330505,Low_Risk
17716,1,0.99406204,Low_Risk
17716,2,-0.34552276,Low_Risk
17725,1,-0.382659533,Low_Risk
17725,2,-0.356464367,Low_Risk
17728,2,-0.033311366,Low_Risk
17730,1,0.848746312,Low_Risk
17730,2,-0.191704736,Low_Risk
17735,1,0.555946045,Low_Risk
17735,2,-0.72614532,Low_Risk
17739,1,-0.533591137,Low_Risk
17739,2,0.649585493,Low_Risk
17744,1,-1,Low_Risk
17744,2,1,Low_Risk
17750,1,0,Low_Risk
17750,2,-0.882407413,Low_Risk
17754,1,0,Low_Risk
17754,2,-0.024729645,Low_Risk
17757,1,0.189902059,Low_Risk
17757,2,0.517624308,Low_Risk
17758,1,-1,Low_Risk
17758,2,0.872239144,Low_Risk
17769,1,0.984925744,Low_Risk
17769,2,0.952522385,Low_Risk
17790,1,0.723712352,Low_Risk
17790,2,0.530539496,Low_Risk
17799,1,-0.048799456,Low_Risk
17799,2,1,Low_Risk
17809,1,-0.739319409,Low_Risk
17809,2,0.659460517,Low_Risk
17811,1,-0.522108506,Low_Risk
17811,2,0.492117227,Low_Risk
17827,1,0,Low_Risk
17827,2,0,Low_Risk
17828,1,0,Low_Risk
17828,2,-0.019409774,Low_Risk
17841,1,0.775443632,Low_Risk
17841,2,0.15896356,Low_Risk
17856,1,-1,Low_Risk
17856,2,0,Low_Risk
17857,1,0.025750901,Low_Risk
17857,2,0.221276963,Low_Risk
17858,1,0.764391275,Low_Risk
17858,2,0.632155056,Low_Risk
17861,1,-1,Low_Risk
17861,2,-0.938967862,Low_Risk
17865,1,-0.650008384,Low_Risk
17865,2,-0.171589708,Low_Risk
17867,1,1,Low_Risk
17867,2,-0.160758294,Low_Risk
17870,2,0.594682351,Low_Risk
17888,1,-1,Low_Risk
17888,2,0.661970964,Low_Risk
17920,1,0.6254022,Low_Risk
17920,2,0.2628741,Low_Risk
17924,1,0,Low_Risk
17924,2,-0.923926671,Low_Risk
17929,1,1,Low_Risk
17929,2,-0.31458259,Low_Risk
17937,1,1,Low_Risk
17937,2,0.970765923,Low_Risk
17949,1,0.746961712,Low_Risk
17949,2,-0.53407877,Low_Risk
17954,1,0.662646799,Low_Risk
17954,2,0.383937872,Low_Risk
17961,1,0.841814243,Low_Risk
17961,2,-0.684171522,Low_Risk
17975,1,-0.187227419,Low_Risk
17975,2,-0.9878088,Low_Risk
17988,1,0,Low_Risk
17988,2,0.656868784,Low_Risk
18041,1,-0.658729549,Low_Risk
18041,2,0.971281904,Low_Risk
18044,1,-0.269409768,Low_Risk
18044,2,-0.961984212,Low_Risk
18055,1,1,Low_Risk
18055,2,0.365012558,Low_Risk
18061,1,-0.483342265,Low_Risk
18061,2,-0.658505698,Low_Risk
18065,1,-0.732180683,Low_Risk
18065,2,-1,Low_Risk
18075,1,-0.079513964,Low_Risk
18075,2,0.615021724,Low_Risk
18077,1,-0.68324236,Low_Risk
18077,2,-0.992755984,Low_Risk
18092,1,0.731305485,Low_Risk
18092,2,-0.59399866,Low_Risk
18097,1,1,Low_Risk
18097,2,1,Low_Risk
18102,1,0.743010683,Low_Risk
18102,2,0.01188645,Low_Risk
18109,1,0.693542064,Low_Risk
18109,2,0.823786496,Low_Risk
18118,1,0.34771171,Low_Risk
18118,2,0.99196728,Low_Risk
18122,2,0.834418796,Low_Risk
18139,2,0,Low_Risk
18144,1,0.629231409,Low_Risk
18144,2,0.080075176,Low_Risk
18161,1,-1,Low_Risk
18161,2,0.998307765,Low_Risk
18167,2,-0.043146176,Low_Risk
18172,1,-0.535962824,Low_Risk
18172,2,0.062680609,Low_Risk
18179,1,-0.977953763,Low_Risk
18179,2,-1,Low_Risk
18180,2,-0.842126389,Low_Risk
18198,1,0.655245622,Low_Risk
18198,2,0.439751099,Low_Risk
18210,1,0,Low_Risk
18210,2,-0.94163162,Low_Risk
18219,1,0.991687487,Low_Risk
18219,2,0.292284172,Low_Risk
18223,1,-0.626830619,Low_Risk
18223,2,-0.003727936,Low_Risk
18225,1,0.506484116,Low_Risk
18225,2,-0.153690163,Low_Risk
18229,1,0.817820226,Low_Risk
18229,2,0.26138414,Low_Risk
18230,1,-0.841209706,Low_Risk
18230,2,1,Low_Risk
18237,2,-0.888449086,Low_Risk
18241,1,-1,Low_Risk
18241,2,-0.288326802,Low_Risk
18245,1,0.371251076,Low_Risk
18245,2,1,Low_Risk
18272,1,-1,Low_Risk
18272,2,-0.556847228,Low_Risk
18283,1,0.216635865,Low_Risk
18283,2,0.439864608,Low_Risk
