CustomerID,Num_Orders,First_Purchase,Last_Purchase,Days_From_Last,Churn_Critical_Window,Churn_Risk_Group
13700,10,18:00.0,00:00.0,327,63,At Risk - Repeat Customer
13703,1,10:00.0,10:00.0,318,63,At Risk - First_Customer
13704,10,40:00.0,13:00.0,88,63,At Risk - Repeat Customer
13705,3,29:00.0,32:00.0,373,63,At Risk - Repeat Customer
13706,1,21:00.0,21:00.0,302,63,At Risk - First_Customer
13707,2,27:00.0,03:00.0,315,63,At Risk - Repeat Customer
13708,1,46:00.0,46:00.0,271,63,At Risk - First_Customer
13709,17,57:00.0,28:00.0,315,63,At Risk - Repeat Customer
13710,1,16:00.0,16:00.0,31,63,Grace Period
13711,2,29:00.0,31:00.0,218,63,At Risk - Repeat Customer
13712,1,33:00.0,33:00.0,246,63,At Risk - First_Customer
13715,7,52:00.0,21:00.0,372,63,At Risk - Repeat Customer
13716,1,49:00.0,49:00.0,269,63,At Risk - First_Customer
13717,7,21:00.0,13:00.0,298,63,At Risk - Repeat Customer
13718,2,58:00.0,24:00.0,295,63,At Risk - Repeat Customer
13719,5,56:00.0,26:00.0,234,63,At Risk - Repeat Customer
13720,4,17:00.0,46:00.0,254,63,At Risk - Repeat Customer
13721,1,05:00.0,05:00.0,36,63,Grace Period
13722,4,43:00.0,26:00.0,282,63,At Risk - Repeat Customer
13723,1,04:00.0,04:00.0,217,63,At Risk - First_Customer
13725,11,18:00.0,03:00.0,308,63,At Risk - Repeat Customer
13726,2,06:00.0,49:00.0,100,63,At Risk - Repeat Customer
13727,2,16:00.0,46:00.0,33,63,Healthy
13728,6,09:00.0,49:00.0,310,63,At Risk - Repeat Customer
13730,2,47:00.0,35:00.0,161,63,At Risk - Repeat Customer
13731,2,10:00.0,33:00.0,246,63,At Risk - Repeat Customer
13732,1,49:00.0,49:00.0,28,63,Grace Period
13735,8,40:00.0,14:00.0,234,63,At Risk - Repeat Customer
13736,3,04:00.0,19:00.0,260,63,At Risk - Repeat Customer
13737,1,32:00.0,32:00.0,200,63,At Risk - First_Customer
13739,1,35:00.0,35:00.0,18,63,Grace Period
13740,1,32:00.0,32:00.0,240,63,At Risk - First_Customer
13741,4,43:00.0,19:00.0,217,63,At Risk - Repeat Customer
13742,14,59:00.0,07:00.0,320,63,At Risk - Repeat Customer
13743,8,46:00.0,09:00.0,259,63,At Risk - Repeat Customer
13744,2,08:00.0,19:00.0,292,63,At Risk - Repeat Customer
13745,2,43:00.0,21:00.0,162,63,At Risk - Repeat Customer
13747,1,37:00.0,37:00.0,373,63,At Risk - First_Customer
13748,4,00:00.0,45:00.0,373,63,At Risk - Repeat Customer
13750,5,49:00.0,16:00.0,336,63,At Risk - Repeat Customer
13751,1,56:00.0,56:00.0,288,63,At Risk - First_Customer
13752,6,04:00.0,16:00.0,246,63,At Risk - Repeat Customer
13753,1,48:00.0,48:00.0,287,63,At Risk - First_Customer
13754,2,58:00.0,51:00.0,317,63,At Risk - Repeat Customer
13755,10,45:00.0,26:00.0,63,63,Approaching At-Risk - Repeat Customer
13756,15,41:00.0,44:00.0,367,63,At Risk - Repeat Customer
13758,7,08:00.0,11:00.0,373,63,At Risk - Repeat Customer
13759,2,40:00.0,47:00.0,71,63,At Risk - Repeat Customer
13760,2,52:00.0,13:00.0,256,63,At Risk - Repeat Customer
13761,2,43:00.0,01:00.0,179,63,At Risk - Repeat Customer
13762,2,15:00.0,23:00.0,218,63,At Risk - Repeat Customer
13763,3,40:00.0,13:00.0,171,63,At Risk - Repeat Customer
13764,3,53:00.0,03:00.0,337,63,At Risk - Repeat Customer
13767,51,47:00.0,00:00.0,373,63,At Risk - Repeat Customer
13769,16,28:00.0,08:00.0,367,63,At Risk - Repeat Customer
13771,5,47:00.0,18:00.0,247,63,At Risk - Repeat Customer
13772,3,31:00.0,43:00.0,239,63,At Risk - Repeat Customer
13774,1,06:00.0,06:00.0,81,63,At Risk - First_Customer
13777,40,01:00.0,25:00.0,373,63,At Risk - Repeat Customer
13778,1,25:00.0,25:00.0,103,63,At Risk - First_Customer
13780,2,43:00.0,49:00.0,170,63,At Risk - Repeat Customer
13781,1,08:00.0,08:00.0,250,63,At Risk - First_Customer
13782,6,08:00.0,54:00.0,327,63,At Risk - Repeat Customer
13784,11,38:00.0,33:00.0,332,63,At Risk - Repeat Customer
13786,1,53:00.0,53:00.0,367,63,At Risk - First_Customer
13787,2,45:00.0,06:00.0,364,63,At Risk - Repeat Customer
13790,1,48:00.0,48:00.0,4,63,Grace Period
13791,3,38:00.0,38:00.0,168,63,At Risk - Repeat Customer
13792,2,03:00.0,31:00.0,287,63,At Risk - Repeat Customer
13798,63,24:00.0,51:00.0,372,63,At Risk - Repeat Customer
13799,2,18:00.0,07:00.0,294,63,At Risk - Repeat Customer
13800,1,27:00.0,27:00.0,309,63,At Risk - First_Customer
13801,1,15:00.0,15:00.0,66,63,At Risk - First_Customer
13802,6,54:00.0,26:00.0,360,63,At Risk - Repeat Customer
13803,1,57:00.0,57:00.0,255,63,At Risk - First_Customer
13804,7,09:00.0,32:00.0,289,63,At Risk - Repeat Customer
13805,2,29:00.0,50:00.0,129,63,At Risk - Repeat Customer
13806,1,43:00.0,43:00.0,63,63,At Risk - First_Customer
13807,1,48:00.0,48:00.0,367,63,At Risk - First_Customer
13808,5,07:00.0,18:00.0,96,63,At Risk - Repeat Customer
13809,1,15:00.0,15:00.0,305,63,At Risk - First_Customer
13810,4,57:00.0,33:00.0,56,63,Approaching At-Risk - Repeat Customer
13811,4,40:00.0,54:00.0,239,63,At Risk - Repeat Customer
13812,3,54:00.0,27:00.0,105,63,At Risk - Repeat Customer
13813,5,33:00.0,38:00.0,134,63,At Risk - Repeat Customer
13814,3,54:00.0,57:00.0,137,63,At Risk - Repeat Customer
13815,5,16:00.0,19:00.0,318,63,At Risk - Repeat Customer
13816,4,37:00.0,38:00.0,64,63,At Risk - Repeat Customer
13817,2,46:00.0,49:00.0,351,63,At Risk - Repeat Customer
13819,3,38:00.0,38:00.0,319,63,At Risk - Repeat Customer
13821,2,30:00.0,49:00.0,261,63,At Risk - Repeat Customer
13822,2,55:00.0,13:00.0,40,63,Healthy
13823,2,42:00.0,22:00.0,91,63,At Risk - Repeat Customer
13824,5,07:00.0,41:00.0,310,63,At Risk - Repeat Customer
13826,2,48:00.0,27:00.0,176,63,At Risk - Repeat Customer
13827,3,38:00.0,38:00.0,143,63,At Risk - Repeat Customer
13828,1,02:00.0,02:00.0,22,63,Grace Period
13829,1,36:00.0,36:00.0,359,63,At Risk - First_Customer
13831,6,13:00.0,41:00.0,369,63,At Risk - Repeat Customer
13832,2,36:00.0,31:00.0,19,63,Healthy
13833,1,27:00.0,27:00.0,159,63,At Risk - First_Customer
13835,4,22:00.0,37:00.0,215,63,At Risk - Repeat Customer
13837,2,15:00.0,10:00.0,317,63,At Risk - Repeat Customer
13838,4,45:00.0,00:00.0,369,63,At Risk - Repeat Customer
13841,1,10:00.0,10:00.0,252,63,At Risk - First_Customer
13842,9,39:00.0,51:00.0,366,63,At Risk - Repeat Customer
13844,1,21:00.0,21:00.0,11,63,Grace Period
13845,1,25:00.0,25:00.0,64,63,At Risk - First_Customer
13846,4,07:00.0,07:00.0,360,63,At Risk - Repeat Customer
13848,3,10:00.0,58:00.0,366,63,At Risk - Repeat Customer
13849,2,11:00.0,59:00.0,170,63,At Risk - Repeat Customer
13850,2,04:00.0,00:00.0,129,63,At Risk - Repeat Customer
13851,3,18:00.0,36:00.0,288,63,At Risk - Repeat Customer
13853,2,18:00.0,12:00.0,57,63,Approaching At-Risk - Repeat Customer
13854,29,48:00.0,06:00.0,365,63,At Risk - Repeat Customer
13856,5,13:00.0,03:00.0,203,63,At Risk - Repeat Customer
13858,1,17:00.0,17:00.0,57,63,Grace Period
13859,1,14:00.0,14:00.0,326,63,At Risk - First_Customer
13860,5,27:00.0,57:00.0,86,63,At Risk - Repeat Customer
13862,10,13:00.0,24:00.0,332,63,At Risk - Repeat Customer
13863,2,20:00.0,03:00.0,247,63,At Risk - Repeat Customer
13865,4,04:00.0,31:00.0,289,63,At Risk - Repeat Customer
13866,1,54:00.0,54:00.0,74,63,At Risk - First_Customer
13867,3,28:00.0,48:00.0,218,63,At Risk - Repeat Customer
13868,2,45:00.0,32:00.0,38,63,Healthy
13869,4,14:00.0,53:00.0,357,63,At Risk - Repeat Customer
13870,10,09:00.0,23:00.0,287,63,At Risk - Repeat Customer
13871,13,30:00.0,49:00.0,308,63,At Risk - Repeat Customer
13873,4,37:00.0,08:00.0,309,63,At Risk - Repeat Customer
13874,1,20:00.0,20:00.0,358,63,At Risk - First_Customer
13875,5,39:00.0,36:00.0,301,63,At Risk - Repeat Customer
13876,1,22:00.0,22:00.0,63,63,At Risk - First_Customer
13877,1,49:00.0,49:00.0,86,63,At Risk - First_Customer
13878,1,19:00.0,19:00.0,54,63,Grace Period
13880,13,00:00.0,44:00.0,367,63,At Risk - Repeat Customer
13881,22,14:00.0,50:00.0,311,63,At Risk - Repeat Customer
13882,6,28:00.0,16:00.0,64,63,At Risk - Repeat Customer
13883,9,45:00.0,20:00.0,326,63,At Risk - Repeat Customer
13884,6,40:00.0,30:00.0,283,63,At Risk - Repeat Customer
13885,2,52:00.0,07:00.0,200,63,At Risk - Repeat Customer
13886,1,17:00.0,17:00.0,71,63,At Risk - First_Customer
13887,1,22:00.0,22:00.0,204,63,At Risk - First_Customer
13888,2,41:00.0,13:00.0,218,63,At Risk - Repeat Customer
13889,1,13:00.0,13:00.0,92,63,At Risk - First_Customer
13890,14,31:00.0,36:00.0,358,63,At Risk - Repeat Customer
13892,4,04:00.0,50:00.0,246,63,At Risk - Repeat Customer
13893,1,30:00.0,30:00.0,297,63,At Risk - First_Customer
13894,5,54:00.0,35:00.0,310,63,At Risk - Repeat Customer
13895,5,17:00.0,15:00.0,164,63,At Risk - Repeat Customer
13897,1,30:00.0,30:00.0,50,63,Grace Period
13898,1,28:00.0,28:00.0,325,63,At Risk - First_Customer
13899,2,30:00.0,40:00.0,274,63,At Risk - Repeat Customer
13900,3,13:00.0,26:00.0,262,63,At Risk - Repeat Customer
13901,5,01:00.0,48:00.0,318,63,At Risk - Repeat Customer
13904,2,18:00.0,41:00.0,294,63,At Risk - Repeat Customer
13908,5,04:00.0,49:00.0,276,63,At Risk - Repeat Customer
13911,9,46:00.0,43:00.0,308,63,At Risk - Repeat Customer
13914,3,28:00.0,54:00.0,36,63,Healthy
13917,2,46:00.0,56:00.0,191,63,At Risk - Repeat Customer
13918,2,05:00.0,25:00.0,253,63,At Risk - Repeat Customer
13919,3,15:00.0,24:00.0,121,63,At Risk - Repeat Customer
13922,1,38:00.0,38:00.0,351,63,At Risk - First_Customer
13923,1,33:00.0,33:00.0,53,63,Grace Period
13924,11,07:00.0,39:00.0,72,63,At Risk - Repeat Customer
13925,5,09:00.0,00:00.0,134,63,At Risk - Repeat Customer
13926,1,16:00.0,16:00.0,23,63,Grace Period
13927,1,00:00.0,00:00.0,74,63,At Risk - First_Customer
13928,4,59:00.0,33:00.0,133,63,At Risk - Repeat Customer
13929,3,11:00.0,26:00.0,326,63,At Risk - Repeat Customer
13930,2,00:00.0,45:00.0,136,63,At Risk - Repeat Customer
13931,3,43:00.0,03:00.0,280,63,At Risk - Repeat Customer
13932,1,02:00.0,02:00.0,294,63,At Risk - First_Customer
13933,2,35:00.0,03:00.0,148,63,At Risk - Repeat Customer
13934,1,39:00.0,39:00.0,263,63,At Risk - First_Customer
13936,2,47:00.0,44:00.0,179,63,At Risk - Repeat Customer
13937,1,35:00.0,35:00.0,169,63,At Risk - First_Customer
13938,1,37:00.0,37:00.0,35,63,Grace Period
13939,4,30:00.0,33:00.0,311,63,At Risk - Repeat Customer
13940,4,05:00.0,15:00.0,144,63,At Risk - Repeat Customer
13941,7,17:00.0,43:00.0,372,63,At Risk - Repeat Customer
13946,3,02:00.0,33:00.0,267,63,At Risk - Repeat Customer
13947,1,42:00.0,42:00.0,65,63,At Risk - First_Customer
13948,1,18:00.0,18:00.0,360,63,At Risk - First_Customer
13949,6,55:00.0,35:00.0,94,63,At Risk - Repeat Customer
13950,5,29:00.0,44:00.0,246,63,At Risk - Repeat Customer
13951,3,21:00.0,43:00.0,294,63,At Risk - Repeat Customer
13952,3,27:00.0,27:00.0,238,63,At Risk - Repeat Customer
13953,7,29:00.0,04:00.0,352,63,At Risk - Repeat Customer
13954,3,52:00.0,50:00.0,70,63,At Risk - Repeat Customer
13955,2,24:00.0,19:00.0,305,63,At Risk - Repeat Customer
13956,5,51:00.0,20:00.0,271,63,At Risk - Repeat Customer
13958,1,03:00.0,03:00.0,372,63,At Risk - First_Customer
13959,3,56:00.0,06:00.0,362,63,At Risk - Repeat Customer
13960,2,39:00.0,27:00.0,71,63,At Risk - Repeat Customer
13962,2,21:00.0,47:00.0,245,63,At Risk - Repeat Customer
13963,4,21:00.0,43:00.0,367,63,At Risk - Repeat Customer
13967,1,02:00.0,02:00.0,145,63,At Risk - First_Customer
13969,20,32:00.0,11:00.0,365,63,At Risk - Repeat Customer
13971,11,27:00.0,27:00.0,285,63,At Risk - Repeat Customer
13972,2,34:00.0,54:00.0,201,63,At Risk - Repeat Customer
13973,1,21:00.0,21:00.0,287,63,At Risk - First_Customer
13974,1,41:00.0,41:00.0,49,63,Grace Period
13975,7,19:00.0,19:00.0,276,63,At Risk - Repeat Customer
13976,1,13:00.0,13:00.0,206,63,At Risk - First_Customer
13978,2,04:00.0,36:00.0,45,63,Healthy
13979,1,32:00.0,32:00.0,73,63,At Risk - First_Customer
13980,1,34:00.0,34:00.0,60,63,Grace Period
13982,5,57:00.0,24:00.0,365,63,At Risk - Repeat Customer
13983,13,38:00.0,06:00.0,366,63,At Risk - Repeat Customer
13984,6,58:00.0,38:00.0,366,63,At Risk - Repeat Customer
13985,16,48:00.0,06:00.0,264,63,At Risk - Repeat Customer
13986,1,00:00.0,00:00.0,17,63,Grace Period
13988,9,48:00.0,15:00.0,254,63,At Risk - Repeat Customer
13989,2,39:00.0,47:00.0,239,63,At Risk - Repeat Customer
13990,1,19:00.0,19:00.0,213,63,At Risk - First_Customer
13991,7,58:00.0,18:00.0,143,63,At Risk - Repeat Customer
13992,1,23:00.0,23:00.0,30,63,Grace Period
13993,12,43:00.0,00:00.0,330,63,At Risk - Repeat Customer
13994,6,28:00.0,05:00.0,148,63,At Risk - Repeat Customer
13995,6,20:00.0,22:00.0,245,63,At Risk - Repeat Customer
13999,15,23:00.0,40:00.0,361,63,At Risk - Repeat Customer
14000,2,50:00.0,44:00.0,211,63,At Risk - Repeat Customer
14001,4,58:00.0,31:00.0,373,63,At Risk - Repeat Customer
14002,2,59:00.0,55:00.0,156,63,At Risk - Repeat Customer
14004,7,28:00.0,40:00.0,288,63,At Risk - Repeat Customer
14005,5,33:00.0,41:00.0,215,63,At Risk - Repeat Customer
14006,3,11:00.0,39:00.0,312,63,At Risk - Repeat Customer
14009,3,00:00.0,47:00.0,205,63,At Risk - Repeat Customer
14012,1,26:00.0,26:00.0,277,63,At Risk - First_Customer
14013,3,59:00.0,01:00.0,275,63,At Risk - Repeat Customer
14014,1,18:00.0,18:00.0,77,63,At Risk - First_Customer
14015,1,02:00.0,02:00.0,52,63,Grace Period
14016,5,21:00.0,27:00.0,357,63,At Risk - Repeat Customer
14019,4,39:00.0,13:00.0,138,63,At Risk - Repeat Customer
14020,2,32:00.0,22:00.0,88,63,At Risk - Repeat Customer
14021,3,10:00.0,46:00.0,256,63,At Risk - Repeat Customer
14022,1,39:00.0,39:00.0,225,63,At Risk - First_Customer
14023,2,50:00.0,58:00.0,250,63,At Risk - Repeat Customer
14024,2,31:00.0,30:00.0,124,63,At Risk - Repeat Customer
14027,1,01:00.0,01:00.0,60,63,Grace Period
14029,2,57:00.0,46:00.0,144,63,At Risk - Repeat Customer
14030,8,11:00.0,48:00.0,366,63,At Risk - Repeat Customer
14031,23,34:00.0,13:00.0,372,63,At Risk - Repeat Customer
14032,18,53:00.0,23:00.0,366,63,At Risk - Repeat Customer
14034,4,06:00.0,02:00.0,157,63,At Risk - Repeat Customer
14035,5,48:00.0,03:00.0,297,63,At Risk - Repeat Customer
14036,1,26:00.0,26:00.0,284,63,At Risk - First_Customer
14037,2,39:00.0,57:00.0,364,63,At Risk - Repeat Customer
14038,4,05:00.0,37:00.0,207,63,At Risk - Repeat Customer
14039,1,48:00.0,48:00.0,33,63,Grace Period
14040,15,57:00.0,42:00.0,331,63,At Risk - Repeat Customer
14041,1,25:00.0,25:00.0,266,63,At Risk - First_Customer
14044,4,39:00.0,05:00.0,309,63,At Risk - Repeat Customer
14045,4,32:00.0,27:00.0,373,63,At Risk - Repeat Customer
14046,1,48:00.0,48:00.0,284,63,At Risk - First_Customer
14047,7,09:00.0,43:00.0,372,63,At Risk - Repeat Customer
14048,2,53:00.0,49:00.0,305,63,At Risk - Repeat Customer
14049,6,30:00.0,20:00.0,317,63,At Risk - Repeat Customer
14050,2,46:00.0,00:00.0,106,63,At Risk - Repeat Customer
14051,26,49:00.0,20:00.0,366,63,At Risk - Repeat Customer
14052,1,30:00.0,30:00.0,19,63,Grace Period
14053,2,21:00.0,27:00.0,159,63,At Risk - Repeat Customer
14054,1,49:00.0,49:00.0,65,63,At Risk - First_Customer
14055,1,04:00.0,04:00.0,106,63,At Risk - First_Customer
14056,29,19:00.0,36:00.0,284,63,At Risk - Repeat Customer
14057,18,11:00.0,32:00.0,360,63,At Risk - Repeat Customer
14059,1,06:00.0,06:00.0,266,63,At Risk - First_Customer
14060,20,11:00.0,29:00.0,372,63,At Risk - Repeat Customer
14062,12,56:00.0,04:00.0,364,63,At Risk - Repeat Customer
14064,7,59:00.0,14:00.0,274,63,At Risk - Repeat Customer
14066,1,21:00.0,21:00.0,266,63,At Risk - First_Customer
14067,2,00:00.0,21:00.0,96,63,At Risk - Repeat Customer
14068,1,02:00.0,02:00.0,320,63,At Risk - First_Customer
14071,9,33:00.0,27:00.0,264,63,At Risk - Repeat Customer
14073,2,49:00.0,14:00.0,32,63,Healthy
14075,3,35:00.0,38:00.0,261,63,At Risk - Repeat Customer
14076,1,19:00.0,19:00.0,129,63,At Risk - First_Customer
14077,5,52:00.0,35:00.0,274,63,At Risk - Repeat Customer
14078,6,54:00.0,16:00.0,373,63,At Risk - Repeat Customer
14079,1,10:00.0,10:00.0,124,63,At Risk - First_Customer
14080,1,09:00.0,09:00.0,32,63,Grace Period
14081,4,47:00.0,24:00.0,369,63,At Risk - Repeat Customer
14082,1,02:00.0,02:00.0,364,63,At Risk - First_Customer
14083,9,24:00.0,14:00.0,371,63,At Risk - Repeat Customer
14085,18,39:00.0,46:00.0,368,63,At Risk - Repeat Customer
14087,2,28:00.0,41:00.0,2,63,Healthy
14088,14,07:00.0,16:00.0,322,63,At Risk - Repeat Customer
14089,1,38:00.0,38:00.0,56,63,Grace Period
14090,1,51:00.0,51:00.0,324,63,At Risk - First_Customer
14092,17,10:00.0,13:00.0,372,63,At Risk - Repeat Customer
14093,1,27:00.0,27:00.0,12,63,Grace Period
14096,18,49:00.0,17:00.0,101,63,At Risk - Repeat Customer
14098,1,13:00.0,13:00.0,36,63,Grace Period
14099,12,14:00.0,53:00.0,354,63,At Risk - Repeat Customer
14100,1,01:00.0,01:00.0,137,63,At Risk - First_Customer
14101,6,09:00.0,28:00.0,326,63,At Risk - Repeat Customer
14102,8,46:00.0,38:00.0,44,63,Healthy
14104,2,49:00.0,50:00.0,165,63,At Risk - Repeat Customer
14105,2,58:00.0,13:00.0,239,63,At Risk - Repeat Customer
14107,8,29:00.0,12:00.0,364,63,At Risk - Repeat Customer
14108,3,32:00.0,41:00.0,101,63,At Risk - Repeat Customer
14109,2,18:00.0,51:00.0,72,63,At Risk - Repeat Customer
14110,13,59:00.0,26:00.0,266,63,At Risk - Repeat Customer
14111,5,36:00.0,44:00.0,241,63,At Risk - Repeat Customer
14112,12,28:00.0,30:00.0,275,63,At Risk - Repeat Customer
14113,8,56:00.0,18:00.0,354,63,At Risk - Repeat Customer
14114,2,05:00.0,42:00.0,330,63,At Risk - Repeat Customer
14116,5,44:00.0,29:00.0,121,63,At Risk - Repeat Customer
14117,1,49:00.0,49:00.0,143,63,At Risk - First_Customer
14119,1,58:00.0,58:00.0,354,63,At Risk - First_Customer
14121,6,39:00.0,19:00.0,59,63,Approaching At-Risk - Repeat Customer
14124,1,32:00.0,32:00.0,84,63,At Risk - First_Customer
14125,3,40:00.0,47:00.0,78,63,At Risk - Repeat Customer
14126,3,21:00.0,45:00.0,10,63,Healthy
14127,3,26:00.0,49:00.0,310,63,At Risk - Repeat Customer
14128,2,49:00.0,00:00.0,255,63,At Risk - Repeat Customer
14129,4,44:00.0,02:00.0,260,63,At Risk - Repeat Customer
14130,1,05:00.0,05:00.0,319,63,At Risk - First_Customer
14132,12,04:00.0,35:00.0,183,63,At Risk - Repeat Customer
14133,5,27:00.0,34:00.0,315,63,At Risk - Repeat Customer
14135,15,27:00.0,38:00.0,372,63,At Risk - Repeat Customer
14138,2,38:00.0,44:00.0,63,63,Approaching At-Risk - Repeat Customer
14139,1,34:00.0,34:00.0,46,63,Grace Period
14140,3,20:00.0,05:00.0,31,63,Healthy
14141,6,40:00.0,53:00.0,105,63,At Risk - Repeat Customer
14142,1,33:00.0,33:00.0,373,63,At Risk - First_Customer
14143,1,48:00.0,48:00.0,133,63,At Risk - First_Customer
14145,5,01:00.0,10:00.0,217,63,At Risk - Repeat Customer
14146,6,52:00.0,18:00.0,357,63,At Risk - Repeat Customer
14147,3,42:00.0,36:00.0,285,63,At Risk - Repeat Customer
14148,1,02:00.0,02:00.0,233,63,At Risk - First_Customer
14149,3,44:00.0,34:00.0,220,63,At Risk - Repeat Customer
14150,2,04:00.0,05:00.0,359,63,At Risk - Repeat Customer
14152,3,46:00.0,54:00.0,234,63,At Risk - Repeat Customer
14154,2,58:00.0,26:00.0,239,63,At Risk - Repeat Customer
14155,1,13:00.0,13:00.0,266,63,At Risk - First_Customer
14156,65,08:00.0,54:00.0,372,63,At Risk - Repeat Customer
14157,3,04:00.0,32:00.0,285,63,At Risk - Repeat Customer
14158,1,08:00.0,08:00.0,40,63,Grace Period
14159,14,17:00.0,36:00.0,362,63,At Risk - Repeat Customer
14161,3,18:00.0,41:00.0,369,63,At Risk - Repeat Customer
14162,2,32:00.0,36:00.0,292,63,At Risk - Repeat Customer
14163,4,33:00.0,18:00.0,239,63,At Risk - Repeat Customer
14164,2,18:00.0,24:00.0,80,63,At Risk - Repeat Customer
14165,1,39:00.0,39:00.0,275,63,At Risk - First_Customer
14167,4,44:00.0,29:00.0,331,63,At Risk - Repeat Customer
14171,1,43:00.0,43:00.0,98,63,At Risk - First_Customer
14173,4,03:00.0,54:00.0,219,63,At Risk - Repeat Customer
14174,1,17:00.0,17:00.0,33,63,Grace Period
14175,7,22:00.0,42:00.0,329,63,At Risk - Repeat Customer
14176,5,45:00.0,12:00.0,367,63,At Risk - Repeat Customer
14177,5,10:00.0,52:00.0,179,63,At Risk - Repeat Customer
14178,7,51:00.0,01:00.0,182,63,At Risk - Repeat Customer
14179,2,00:00.0,07:00.0,52,63,Approaching At-Risk - Repeat Customer
14180,31,08:00.0,56:00.0,372,63,At Risk - Repeat Customer
14184,1,43:00.0,43:00.0,66,63,At Risk - First_Customer
14185,1,52:00.0,52:00.0,331,63,At Risk - First_Customer
14188,10,46:00.0,46:00.0,310,63,At Risk - Repeat Customer
14189,24,42:00.0,55:00.0,368,63,At Risk - Repeat Customer
14191,14,30:00.0,23:00.0,220,63,At Risk - Repeat Customer
14193,2,38:00.0,34:00.0,269,63,At Risk - Repeat Customer
14194,31,51:00.0,38:00.0,308,63,At Risk - Repeat Customer
14195,3,50:00.0,29:00.0,252,63,At Risk - Repeat Customer
14196,1,25:00.0,25:00.0,106,63,At Risk - First_Customer
14198,7,54:00.0,34:00.0,239,63,At Risk - Repeat Customer
14199,1,44:00.0,44:00.0,218,63,At Risk - First_Customer
14201,9,25:00.0,27:00.0,359,63,At Risk - Repeat Customer
14204,1,38:00.0,38:00.0,2,63,Grace Period
14205,4,38:00.0,56:00.0,365,63,At Risk - Repeat Customer
14206,2,31:00.0,38:00.0,360,63,At Risk - Repeat Customer
14208,1,48:00.0,48:00.0,94,63,At Risk - First_Customer
14209,7,56:00.0,18:00.0,332,63,At Risk - Repeat Customer
14210,7,43:00.0,55:00.0,371,63,At Risk - Repeat Customer
14211,13,50:00.0,23:00.0,295,63,At Risk - Repeat Customer
14212,1,45:00.0,45:00.0,89,63,At Risk - First_Customer
14213,1,47:00.0,47:00.0,371,63,At Risk - First_Customer
14214,7,26:00.0,31:00.0,277,63,At Risk - Repeat Customer
14215,7,34:00.0,19:00.0,368,63,At Risk - Repeat Customer
14216,4,51:00.0,56:00.0,37,63,Healthy
14217,24,28:00.0,53:00.0,366,63,At Risk - Repeat Customer
14218,1,00:00.0,00:00.0,42,63,Grace Period
14219,1,23:00.0,23:00.0,4,63,Grace Period
14220,2,18:00.0,23:00.0,358,63,At Risk - Repeat Customer
14221,10,33:00.0,42:00.0,339,63,At Risk - Repeat Customer
14222,1,42:00.0,42:00.0,177,63,At Risk - First_Customer
14223,4,02:00.0,38:00.0,264,63,At Risk - Repeat Customer
14224,4,58:00.0,24:00.0,320,63,At Risk - Repeat Customer
14226,7,36:00.0,34:00.0,269,63,At Risk - Repeat Customer
14227,13,27:00.0,48:00.0,284,63,At Risk - Repeat Customer
14229,6,03:00.0,04:00.0,333,63,At Risk - Repeat Customer
14231,5,55:00.0,35:00.0,288,63,At Risk - Repeat Customer
14232,8,44:00.0,17:00.0,264,63,At Risk - Repeat Customer
14233,5,43:00.0,25:00.0,317,63,At Risk - Repeat Customer
14234,4,58:00.0,53:00.0,57,63,Approaching At-Risk - Repeat Customer
14235,6,23:00.0,26:00.0,260,63,At Risk - Repeat Customer
14236,2,49:00.0,13:00.0,372,63,At Risk - Repeat Customer
14237,1,20:00.0,20:00.0,373,63,At Risk - First_Customer
14238,1,40:00.0,40:00.0,326,63,At Risk - First_Customer
14239,14,45:00.0,40:00.0,316,63,At Risk - Repeat Customer
14240,2,40:00.0,45:00.0,225,63,At Risk - Repeat Customer
14241,1,46:00.0,46:00.0,183,63,At Risk - First_Customer
14242,2,53:00.0,46:00.0,325,63,At Risk - Repeat Customer
14243,14,34:00.0,12:00.0,365,63,At Risk - Repeat Customer
14245,5,41:00.0,33:00.0,263,63,At Risk - Repeat Customer
14246,3,25:00.0,50:00.0,245,63,At Risk - Repeat Customer
14247,1,21:00.0,21:00.0,278,63,At Risk - First_Customer
14248,1,45:00.0,45:00.0,318,63,At Risk - First_Customer
14250,3,44:00.0,30:00.0,89,63,At Risk - Repeat Customer
14251,5,46:00.0,32:00.0,57,63,Approaching At-Risk - Repeat Customer
14256,3,44:00.0,39:00.0,364,63,At Risk - Repeat Customer
14257,6,49:00.0,38:00.0,318,63,At Risk - Repeat Customer
14258,10,18:00.0,27:00.0,337,63,At Risk - Repeat Customer
14259,1,44:00.0,44:00.0,141,63,At Risk - First_Customer
14261,2,47:00.0,04:00.0,78,63,At Risk - Repeat Customer
14262,8,23:00.0,17:00.0,240,63,At Risk - Repeat Customer
14264,3,35:00.0,20:00.0,372,63,At Risk - Repeat Customer
14265,2,10:00.0,32:00.0,148,63,At Risk - Repeat Customer
14267,7,38:00.0,11:00.0,260,63,At Risk - Repeat Customer
14270,1,33:00.0,33:00.0,331,63,At Risk - First_Customer
14271,1,47:00.0,47:00.0,225,63,At Risk - First_Customer
14272,2,57:00.0,08:00.0,254,63,At Risk - Repeat Customer
14273,4,24:00.0,20:00.0,242,63,At Risk - Repeat Customer
14276,5,38:00.0,49:00.0,289,63,At Risk - Repeat Customer
