CustomerID,Max of InvoiceDate,Distinct Count of InvoiceDate,Sum of Revenue,Recency,Frequency,Monetary,RFM Score
13121,40617.70208,2,254.73,1,2,2,122
13122,40792.66181,2,922.39,2,2,4,224
13124,40797.53125,3,3808.68,2,3,5,235
13126,40882.41667,10,2079.99,5,5,5,555
13127,40809.43472,1,259.17,2,0,2,202
13130,40792.64583,1,64,2,0,1,201
13131,40863.55625,4,1039.3,4,3,4,434
13132,40625.53056,1,77.3,1,0,1,101
13133,40613.43819,2,109.8,1,2,1,121
13134,40814.39028,7,1740.63,2,4,4,244
13135,40690.45278,1,3096,1,0,5,105
13136,40836.80069,11,2545.38,3,5,5,355
13137,40876.50625,9,3573.35,5,5,5,555
13138,40864.70208,6,962.39,4,4,4,444
13139,40870.57917,8,5060.79,4,5,5,455
13140,40778.64792,3,422.47,2,3,2,232
13141,40802.4125,6,2385.8,2,4,5,245
13142,40867.67153,1,307.09,4,0,2,402
13144,40554.46875,1,110.95,1,0,1,101
13145,40847.53125,5,614.77,3,4,3,343
13146,40860.64514,1,273.91,4,0,2,402
13147,40876.58264,4,712.8,5,3,3,533
13148,40857.64097,17,3344.62,4,5,5,455
13149,40872.54792,4,1676.06,4,3,4,434
13151,40683.53819,2,1250.37,1,2,4,124
13153,40881.50972,1,486.22,5,0,3,503
13154,40742.63958,1,-611.86,2,0,1,201
13155,40853.65347,4,971.76,3,3,4,334
13157,40837.57639,5,1739.57,3,4,4,344
13158,40792.49861,4,1201.06,2,3,4,234
13159,40878.47222,5,1379.75,5,4,4,544
13160,40864.54653,1,91.8,4,0,1,401
13161,40573.58542,1,112.75,1,0,1,101
13162,40764.66597,5,1644.99,2,4,4,244
13165,40840.62847,2,1021.48,3,2,4,324
13166,40604.60278,2,414.7,1,2,2,122
13167,40868.51667,4,791.33,4,3,3,433
13168,40850.53889,5,1290.54,3,4,4,344
13169,40823.50764,2,712.88,3,2,3,323
13170,40860.51319,1,122.85,4,0,1,401
13171,40878.62917,5,426.81,5,4,2,542
13173,40882.66042,2,353.65,5,2,2,522
13174,40870.60764,3,2743.47,4,3,5,435
13176,40840.65486,1,481.49,3,0,3,303
13177,40822.41389,1,282.45,3,0,2,302
13178,40860.67639,11,5725.47,4,5,5,455
13182,40841.57361,1,121.18,3,0,1,301
13183,40879.4375,9,3957.78,5,5,5,555
13184,40872.50139,12,1646.45,4,5,4,454
13185,40619.49722,1,71.4,1,0,1,101
13186,40847.48611,5,1539.69,3,4,4,344
13187,40549.78958,1,236.02,1,0,1,101
13188,40875.64444,1,114.6,5,0,1,501
13189,40868.44375,2,274.36,4,2,2,422
13192,40791.59236,2,911.94,2,2,3,223
13193,40825.60417,1,117.88,3,0,1,301
13194,40751.37569,1,60.7,2,0,1,201
13196,40875.57917,4,1802.82,5,3,4,534
13198,40876.63681,8,3384.09,5,5,5,555
13199,40883.52083,37,9803.96,5,5,5,555
13200,40867.64931,4,870.09,4,3,3,433
13203,40877.44792,4,874.02,5,3,3,533
13207,40871.61944,2,250.26,4,2,2,422
13208,40828.4125,6,1217.65,3,4,4,344
13209,40856.57917,11,5820.16,4,5,5,455
13210,40793.34583,1,353.48,2,0,2,202
13211,40876.61319,3,1197.42,5,3,4,534
13212,40877.63333,4,779.33,5,3,3,533
13213,40830.4875,6,1518.43,3,4,4,344
13216,40619.5125,1,333.74,1,0,2,102
13217,40764.64722,5,133.62,2,4,1,241
13218,40759.70764,1,62.64,2,0,1,201
13220,40808.56806,4,819.29,2,3,3,233
13221,40646.70694,2,847.41,1,2,3,123
13223,40686.54375,2,163.2,1,2,1,121
13224,40826.625,3,2150.85,3,3,5,335
13225,40883.56181,8,6651.84,5,5,5,555
13226,40613.60764,1,108.21,1,0,1,101
13227,40685.49097,1,257.7,1,0,2,102
13228,40805.60278,1,358,2,0,2,202
13229,40661.50486,1,160.95,1,0,1,101
13230,40882.66875,17,2712.07,5,5,5,555
13232,40874.44375,7,1340.6,4,4,4,444
13233,40812.55903,2,605.12,2,2,3,223
13235,40675.40833,2,101.17,1,2,1,121
13236,40862.53472,3,727.27,4,3,3,433
13238,40875.64583,5,680.83,5,4,3,543
13239,40625.43403,1,329.56,1,0,2,102
13240,40790.58889,4,663.65,2,3,3,233
13242,40774.53681,3,270.4,2,3,2,232
13243,40683.55139,1,585.12,1,0,3,103
13244,40794.49028,1,121.74,2,0,1,201
13245,40836.48611,1,430.5,3,0,2,302
13246,40868.70139,7,1954.32,4,4,4,444
13247,40869.45764,4,501.12,4,3,3,433
13248,40762.52778,2,465.68,2,2,2,222
13249,40794.55972,3,711.41,2,3,3,233
13253,40730.42292,2,1030.4,2,2,4,224
13255,40883.45556,3,390.66,5,3,2,532
13256,40872.66458,1,0,4,0,1,401
13258,40875.39653,3,672.83,4,3,3,433
13259,40825.45,1,292.32,3,0,2,302
13260,40825.55625,1,557.62,3,0,3,303
13261,40618.51528,2,944.1,1,2,4,124
13262,40623.62917,1,200.29,1,0,1,101
13263,40885.58264,35,7441.12,5,5,5,555
13265,40833.62639,5,2092.66,3,4,5,345
13266,40875.61042,19,3772.67,5,5,5,555
13267,40884.46667,26,4421.44,5,5,5,555
13268,40869.49375,15,3127.7,4,5,5,455
13269,40885.62014,17,5312.97,5,5,5,555
13270,40520.62014,1,590,1,0,3,103
13271,40849.61319,2,172.37,3,2,1,321
13272,40855.58333,2,276.56,4,2,2,422
13273,40773.58472,1,138.98,2,0,1,201
13276,40823.53056,2,590.93,3,2,3,323
13277,40871.38958,4,258.4,4,3,2,432
13278,40846.49236,1,542.73,3,0,3,303
13279,40822.78542,2,126.3,3,2,1,321
13280,40764.55139,3,798.46,2,3,3,233
13282,40868.64792,6,1047.84,4,4,4,444
13283,40827.40972,2,93.66,3,2,1,321
13284,40564.43403,2,196.15,1,2,1,121
13285,40863.55486,4,2709.12,4,3,5,435
13291,40731.44167,1,361.11,2,0,2,202
13292,40848.41944,2,578.94,3,2,3,323
13294,40697.37083,2,873.74,1,2,3,123
13295,40527.47292,2,197.95,1,2,1,121
13296,40749.57361,1,87.4,2,0,1,201
13297,40879.39722,4,2089.85,5,3,5,535
13298,40885.54931,1,360,5,0,2,502
13299,40618.53819,1,142.5,1,0,1,101
13300,40722.49931,2,365.29,2,2,2,222
13301,40783.47569,4,618.09,2,3,3,233
13302,40731.74722,1,63.75,2,0,1,201
13304,40535.60764,1,300.42,1,0,2,102
13305,40882.63542,10,2000.86,5,5,4,554
13307,40766.71806,1,15,2,0,1,201
13308,40864.39653,4,1367.61,4,3,4,434
13309,40879.69028,5,1456.79,5,4,4,544
13310,40878.34931,6,1083.63,5,4,4,544
13311,40882.53819,2,598.57,5,2,3,523
13313,40864.7,5,1555.32,4,4,4,444
13314,40885.52014,4,578.66,5,3,3,533
13316,40849.56944,5,5570.69,3,4,5,345
13317,40822.80625,8,2145.07,3,5,5,355
13318,40885.78542,3,640.76,5,3,3,533
13319,40881.56528,35,10681.34,5,5,5,555
13320,40816.53611,6,1506.7,3,4,4,344
13321,40814.64167,2,567.36,2,2,3,223
13322,40869.59792,1,199.48,4,0,1,401
13323,40883.71667,5,787.85,5,4,3,543
13324,40854.66042,12,7072.8,3,5,5,355
13325,40805.44167,1,675.3,2,0,3,203
13327,40848.43125,9,3617.57,3,5,5,355
13328,40570.64028,1,1308.48,1,0,4,104
13329,40855.43681,4,740.4,3,3,3,333
13330,40794.51875,3,1140.93,2,3,4,234
13332,40872.5625,1,350.9,4,0,2,402
13334,40804.63958,3,3513.57,2,3,5,235
13336,40809.58681,1,795.12,2,0,3,203
13338,40732.62014,3,446.82,2,3,2,232
13339,40686.35486,1,860.12,1,0,3,103
13340,40841.55208,7,10736.48,3,4,5,345
13341,40626.40972,1,775.85,1,0,3,103
13343,40714.48403,2,303.93,2,2,2,222
13344,40819.40625,3,2543.72,3,3,5,335
13345,40610.35694,2,377.6,1,2,2,122
13347,40816.56111,1,341.36,3,0,2,302
13348,40822.72778,1,233.76,3,0,1,301
13349,40876.33819,1,247.32,5,0,2,502
13350,40870.68958,3,910.72,4,3,3,433
13351,40820.53819,1,373.94,3,0,2,302
13352,40879.49861,2,389.28,5,2,2,522
13354,40815.55347,1,743.53,2,0,3,203
13355,40764.61667,1,674.7,2,0,3,203
13356,40806.60625,1,768.24,2,0,3,203
13357,40629.58056,1,609.4,1,0,3,103
13358,40618.49444,1,439.03,1,0,2,102
13359,40827.7,2,431.26,3,2,2,322
13362,40883.58125,5,3085.49,5,4,5,545
13363,40869.52778,2,992.5,4,2,4,424
13364,40820.40833,2,45,3,2,1,321
13365,40878.36042,3,2191.22,5,3,5,535
13366,40836.56736,1,56.16,3,0,1,301
13368,40630.41597,2,623.4,1,2,3,123
13369,40532.58472,2,283.75,1,2,2,122
13370,40520.66458,2,738.32,1,2,3,123
13372,40797.53194,1,378.64,2,0,2,202
13373,40826.45208,3,3312.25,3,3,5,335
13375,40805.66736,2,772.9,2,2,3,223
13376,40787.67778,3,1019.76,2,3,4,234
13379,40860.57292,3,572.56,4,3,3,433
13381,40865.70764,7,3642.41,4,4,5,445
13382,40606.41875,1,222.99,1,0,1,101
13384,40856.46111,9,4122.28,4,5,5,455
13385,40557.41111,1,534.57,1,0,3,103
13388,40765.56597,2,627.15,2,2,3,223
13389,40875.58403,3,797.96,5,3,3,533
13390,40812.35972,1,544.08,2,0,3,203
13391,40683.45139,1,59.8,1,0,1,101
13394,40885.48333,10,2327.8,5,5,5,555
13395,40701.62778,1,307.72,1,0,2,102
13396,40865.40417,4,1359.97,4,3,4,434
13397,40814.45556,6,1539.18,2,4,4,244
13398,40694.55347,1,457.34,1,0,2,102
13402,40759.66042,2,621.23,2,2,3,223
13403,40869.35278,1,75,4,0,1,401
13404,40885.65069,2,252.49,5,2,2,522
13405,40812.70903,3,572.45,2,3,3,233
13408,40885.37847,77,27562.41,5,5,5,555
13410,40878.37361,7,988.91,5,4,4,544
13411,40779.58125,1,213.55,2,0,1,201
13414,40753.48958,3,1390.5,2,3,4,234
13416,40843.37222,2,712.5,3,2,3,323
13417,40882.36736,2,640.83,5,2,3,523
13418,40875.43264,23,5890.44,4,5,5,455
13419,40823.53403,1,221.06,3,0,1,301
13420,40752.50694,4,140.35,2,3,1,231
13421,40846.59792,3,1831.61,3,3,4,334
13422,40835.57292,2,2601.55,3,2,5,325
13425,40778.71736,3,1624.21,2,3,4,234
13426,40886.37431,12,3633.7,5,5,5,555
13427,40867.54306,3,582.6,4,3,3,433
13428,40876.59722,1,205.98,5,0,1,501
13429,40876.38194,4,1006.8,5,3,4,534
13430,40868.34653,4,648.69,4,3,3,433
13431,40819.57569,2,1269.1,3,2,4,324
13434,40812.60417,2,534.24,2,2,3,223
13435,40881.62431,9,3794.49,5,5,5,555
13436,40885.43958,1,196.89,5,0,1,501
13437,40872.58333,7,3408.06,4,4,5,445
13439,40631.59722,1,283.71,1,0,2,102
13441,40795.40139,1,296.64,2,0,2,202
13447,40863.56806,4,1104.23,4,3,4,434
13448,40870.52292,10,3465.67,4,5,5,455
13449,40863.35278,1,291.88,4,0,2,402
13450,40860.49583,6,2043.72,4,4,5,445
13451,40860.66528,6,2847.01,4,4,5,445
13452,40627.59653,2,590,1,2,3,123
13453,40721.39861,2,356.98,2,2,2,222
13455,40862.47292,4,1007.35,4,3,4,434
13456,40869.3875,7,1737.82,4,4,4,444
13458,40879.64514,22,9537.92,5,5,5,555
13460,40857.72014,2,183.44,4,2,1,421
13461,40848.37569,3,1445,3,3,4,334
13462,40703.82847,2,143.25,1,2,1,121
13464,40828.62569,1,674.68,3,0,3,303
13466,40786.64514,2,297.95,2,2,2,222
13467,40876.41736,2,1071.91,5,2,4,524
13468,40885.44375,41,5656.75,5,5,5,555
13470,40787.62292,2,165,2,2,1,221
13471,40885.65556,4,2508.13,5,3,5,535
13473,40826.47222,3,417.54,3,3,2,332
13474,40650.57847,1,226.84,1,0,1,101
13475,40695.57778,4,1431.78,1,3,4,134
13476,40708.5,4,1217.77,1,3,4,134
13477,40849.50278,8,1441.53,3,5,4,354
13479,40688.70069,3,291,1,3,2,132
13481,40841.37986,8,1791.81,3,5,4,354
13482,40654.71042,1,184.64,1,0,1,101
13483,40821.49514,1,140.34,3,0,1,301
13484,40645.6875,1,313.8,1,0,2,102
13485,40653.58194,1,454.24,1,0,2,102
13486,40808.55069,3,1122.41,2,3,4,234
13487,40829.50486,3,575.4,3,3,3,333
13488,40869.61181,17,8910.61,4,5,5,455
13489,40781.55278,4,449.52,2,3,2,232
13491,40835.35556,10,1215.82,3,5,4,354
13492,40750.60069,3,1269.84,2,3,4,234
13493,40611.64931,2,618.63,1,2,3,123
13494,40575.49861,1,316.26,1,0,2,102
13495,40879.47292,6,1990.12,5,4,4,544
13496,40876.45694,3,617.93,5,3,3,533
13497,40604.37778,3,348.05,1,3,2,132
13499,40869.47292,7,1151.96,4,4,4,444
13500,40863.64931,4,1166.77,4,3,4,434
13501,40644.39931,2,1310.47,1,2,4,124
13502,40870.44375,3,292,4,3,2,432
13503,40815.55764,1,216.85,2,0,1,201
13504,40822.55556,1,295.93,3,0,2,302
13505,40819.50972,8,4282.88,3,5,5,355
13506,40574.64375,3,452.82,1,3,2,132
13507,40883.55069,4,2479.16,5,3,5,535
13508,40643.49861,1,110.97,1,0,1,101
13509,40878.42361,7,979.72,5,4,4,544
13510,40885.57361,5,1795.24,5,4,4,544
13512,40626.41875,1,251.21,1,0,2,102
13513,40760.49306,1,205.1,2,0,1,201
13514,40813.40208,1,152.2,2,0,1,201
13515,40814.47639,4,891.12,2,3,3,233
13516,40865.55208,3,1389.41,4,3,4,434
13517,40827.48819,5,2109.07,3,4,5,345
13518,40801.43681,1,659.44,2,0,3,203
13519,40836.66389,2,110.8,3,2,1,321
13520,40828.43056,8,3607.75,3,5,5,355
13521,40885.57639,3,1074.42,5,3,4,534
13522,40856.63264,1,125.8,4,0,1,401
13523,40853.63264,6,3920.38,3,4,5,345
13524,40846.52361,5,680.18,3,4,3,343
13525,40872.50069,2,628.78,4,2,3,423
13527,40853.50278,8,2228.06,3,5,5,355
13529,40808.38542,2,307.76,2,2,2,222
13531,40681.70556,2,483.8,1,2,3,123
13532,40853.51736,1,213.26,3,0,1,301
13533,40704.49583,3,269.09,1,3,2,132
13534,40884.61944,40,5613.08,5,5,5,555
13536,40885.69306,7,3444.39,5,4,5,545
13538,40843.69028,7,1280.85,3,4,4,344
13539,40801.42917,4,605.84,2,3,3,233
13544,40847.49792,2,276.06,3,2,2,322
13546,40874.61806,3,621.09,4,3,3,433
13548,40790.61806,2,682.41,2,2,3,223
13549,40861.38889,8,916.12,4,5,4,454
13551,40567.61528,1,91.8,1,0,1,101
13552,40820.63819,16,3564.53,3,5,5,355
13555,40813.525,4,4149.28,2,3,5,235
13557,40858.64167,2,584.06,4,2,3,423
13558,40881.475,4,605.06,5,3,3,533
13560,40879.54931,1,171.42,5,0,1,501
13561,40671.52708,1,141.86,1,0,1,101
13562,40805.45208,3,1799.33,2,3,4,234
13563,40802.61458,2,777.53,2,2,3,223
13564,40742.60764,5,623.39,2,4,3,243
13565,40867.60625,2,240.22,4,2,2,422
13566,40846.49931,2,874.71,3,2,3,323
13568,40713.6125,1,187.05,2,0,1,201
13569,40869.54653,2,343.66,4,2,2,422
13570,40643.56667,1,239.49,1,0,2,102
13571,40874.44931,12,2088.94,4,5,5,455
13572,40681.49931,1,1384.25,1,0,4,104
13573,40836.60625,2,290.25,3,2,2,322
13575,40863.55139,5,732.07,4,4,3,443
13576,40876.64861,20,6703.3,5,5,5,555
13577,40861.63819,5,1658.3,4,4,4,444
13579,40872.36181,2,467.04,4,2,2,422
13581,40577.61181,1,118,1,0,1,101
13583,40731.44444,1,781.03,2,0,3,203
13584,40580.53403,1,142.4,1,0,1,101
13587,40855.47014,3,413,3,3,2,332
13588,40871.44583,13,2454.48,4,5,5,455
13589,40872.50694,2,379.65,4,2,2,422
13590,40875.5375,7,1976.12,4,4,4,444
13591,40822.51806,3,1117.13,3,3,4,334
13592,40851.40903,4,247.96,3,3,2,332
13593,40778.56597,5,1965.08,2,4,4,244
13594,40834.42986,1,396.97,3,0,2,302
13596,40881.50069,2,664.11,5,2,3,523
13598,40839.60764,2,147.29,3,2,1,321
13599,40885.80972,31,5078.57,5,5,5,555
13600,40574.64375,1,219.52,1,0,1,101
13601,40841.72986,2,698,3,2,3,323
13602,40822.49097,1,428.89,3,0,2,302
13603,40860.66458,1,164.34,4,0,1,401
13606,40857.74028,3,276.75,4,3,2,432
13607,40846.67847,1,683.01,3,0,3,303
13610,40874.65139,9,1100.48,4,5,4,454
13611,40797.61875,4,1158.2,2,3,4,234
13614,40862.61597,4,1585.46,4,3,4,434
13615,40574.47847,2,399.99,1,2,2,122
13617,40846.57639,3,544.18,3,3,3,333
13618,40713.46458,1,177.34,2,0,1,201
13621,40770.35139,1,213.85,2,0,1,201
13623,40856.5,7,652.4,4,4,3,443
13626,40634.42014,1,257.23,1,0,2,102
13627,40827.59722,7,1624.02,3,4,4,344
13629,40863.55625,11,7792.36,4,5,5,455
13630,40881.63611,11,1995.68,5,5,4,554
13631,40787.41458,12,3021.77,2,5,5,255
13632,40862.45208,6,2114.68,4,4,5,445
13634,40853.56944,5,1547.36,3,4,4,344
13635,40819.45486,1,1071.03,3,0,4,304
13636,40850.4375,6,941.62,3,4,4,344
13637,40834.56389,3,804.3,3,3,3,333
13638,40871.44306,1,122.64,4,0,1,401
13639,40812.56667,1,1033.34,2,0,4,204
13642,40671.52361,1,312.28,1,0,2,102
13643,40855.65069,3,519.44,4,3,3,433
13644,40878.34583,5,2622.52,5,4,5,545
13645,40766.67431,1,252.1,2,0,2,202
13647,40877.5,5,1640.22,5,4,4,544
13649,40630.49375,2,346.6,1,2,2,122
13650,40870.51528,6,1809.34,4,4,4,444
13651,40851.62431,2,94.2,3,2,1,321
13652,40841.36875,3,1095.08,3,3,4,334
13654,40843.68333,6,2726.05,3,4,5,345
13655,40772.60069,2,932.97,2,2,4,224
13656,40722.43819,2,379.65,2,2,2,222
13657,40876.52222,2,382.14,5,2,2,522
13658,40877.42569,7,2588.47,5,4,5,545
13659,40689.83056,3,1540.65,1,3,4,134
13662,40801.50278,7,862.58,2,4,3,243
13663,40707.65556,1,189.47,1,0,1,101
13666,40826.65208,3,84.65,3,3,1,331
13667,40737.65417,1,299.05,2,0,2,202
13668,40884.50972,29,6162.31,5,5,5,555
13669,40836.39722,2,218.55,3,2,1,321
13670,40811.64236,1,349.7,2,0,2,202
13672,40585.57986,6,9.54,1,4,1,141
13673,40868.50764,2,387.44,4,2,2,422
13675,40735.53958,2,486.82,2,2,3,223
13678,40735.42639,1,232.6,2,0,1,201
13680,40885.57431,5,3100.01,5,4,5,545
13681,40869.46736,4,827.83,4,3,3,433
13682,40699.5875,1,59.5,1,0,1,101
13684,40601.43403,2,65.13,1,2,1,121
13685,40884.48681,7,3119.44,5,4,5,545
13686,40704.38194,1,72,1,0,1,101
13689,40823.55625,1,910,3,0,3,303
13690,40827.62708,1,172.25,3,0,1,301
13692,40862.47014,5,1466.87,4,4,4,444
13693,40561.64097,2,-32,1,2,1,121
13694,40883.39722,60,64404.1,5,5,5,555
13695,40855.60139,15,2504.13,4,5,5,455
13697,40848.38472,1,151.3,3,0,1,301
13699,40731.70208,1,308.58,2,0,2,202
13700,40860.54167,10,2248.63,4,5,5,455
13703,40568.54861,1,99.5,1,0,1,101
13704,40881.63403,10,2295.31,5,5,5,555
13705,40879.52222,3,711.86,5,3,3,533
13706,40584.38958,1,330.79,1,0,2,102
13707,40619.75208,2,806.41,1,2,3,123
13708,40615.57361,1,285.33,1,0,2,102
13709,40883.43611,17,6250.75,5,5,5,555
13710,40855.34444,1,180.48,3,0,1,301
13711,40668.43819,2,252.06,1,2,2,122
13712,40640.52292,1,228.84,1,0,1,101
13715,40605.80625,7,1056.99,1,4,4,144
13716,40617.57569,1,138.28,1,0,1,101
13717,40854.59236,7,1432.26,3,4,4,344
13718,40640.55833,2,306.55,1,2,2,122
13719,40871.64306,5,1041.68,4,4,4,444
13720,40770.53194,4,799.9,2,3,3,233
13721,40850.58681,1,524.14,3,0,3,303
13722,40766.64306,4,2369.16,2,3,5,235
13723,40669.71111,1,199.85,1,0,1,101
13725,40837.41875,11,1843.81,3,5,4,354
13726,40848.45069,2,1079.66,3,2,4,324
13727,40858.40694,2,333.48,4,2,2,422
13728,40850.45069,6,1016.14,3,4,4,344
13730,40751.35764,2,752.6,2,2,3,223
13731,40667.60625,2,610.59,1,2,3,123
13732,40858.65903,1,491.86,4,0,3,403
13735,40862.46806,8,2775.93,4,5,5,455
13736,40881.63819,3,730.8,5,3,3,533
13737,40686.68889,1,339.6,1,0,2,102
13739,40868.56597,1,216.9,4,0,1,401
13740,40646.43889,1,350.75,1,0,2,102
13741,40815.38819,4,666.33,2,3,3,233
13742,40870.46319,14,3079.27,4,5,5,455
13743,40884.42292,8,1340.15,5,5,4,554
13744,40791.63819,2,1080.52,2,2,4,224
13745,40735.59792,2,291.54,2,2,2,222
13747,40513.44236,1,79.6,0,0,1,001
13748,40791.40625,4,948.25,2,3,4,234
13750,40833.51111,5,1647.26,3,4,4,344
13751,40598.66389,1,296.25,1,0,2,102
13752,40762.59444,6,1175.38,2,4,4,244
13753,40599.53333,1,741.26,1,0,3,103
13754,40735.49375,2,282.6,2,2,2,222
13755,40883.51806,10,2134.62,5,5,5,555
13756,40884.69722,15,5145.12,5,5,5,555
13758,40875.46597,7,3190.55,4,4,5,445
13759,40853.61597,2,659.41,3,2,3,323
13760,40832.67569,2,286.79,3,2,2,322
13761,40836.58403,2,1070.65,3,2,4,324
13762,40682.64097,2,120,1,2,1,121
13763,40823.63403,3,1706.46,3,3,4,334
13764,40816.50208,3,1519.42,3,3,4,334
13767,40884.625,51,16945.71,5,5,5,555
13769,40884.63056,16,2771.87,5,5,5,555
13771,40822.59583,5,2631.7,3,4,5,345
13772,40853.48819,3,1125.88,3,3,4,334
13774,40805.50417,1,345,2,0,2,202
13777,40886.51736,40,25810.35,5,5,5,555
13778,40783.64236,1,178.7,2,0,1,201
13780,40879.57569,2,360.01,5,2,2,522
13781,40636.50556,1,127.84,1,0,1,101
13782,40874.49583,6,908.86,4,4,3,443
13784,40877.39792,11,2462.79,5,5,5,555
13786,40519.57847,1,230.4,1,0,1,101
13787,40811.50417,2,309.04,2,2,2,222
13790,40882.65833,1,348.8,5,0,2,502
13791,40843.60972,3,1047.68,3,3,4,334
13792,40820.60486,2,195.55,3,2,1,321
13798,40885.66042,63,36485.42,5,5,5,555
13799,40770.50486,2,688.86,2,2,3,223
13800,40577.51875,1,558.32,1,0,3,103
13801,40820.42708,1,324.8,3,0,2,302
13802,40748.55972,6,4431.27,2,4,5,245
13803,40631.53958,1,277.07,1,0,2,102
13804,40856.52222,7,2635.79,4,4,5,445
13805,40834.61806,2,924.6,3,2,4,324
13806,40823.48819,1,256.38,3,0,2,302
13807,40519.65833,1,112.6,1,0,1,101
13808,40881.5125,5,1747.66,5,4,4,544
13809,40581.55208,1,155.05,1,0,1,101
13810,40858.35625,4,904.55,4,3,3,433
13811,40703.4125,4,591.75,1,3,3,133
13812,40844.60208,3,539,3,3,3,333
13813,40847.44306,5,1353.41,3,4,4,344
13814,40830.70625,3,1579.12,3,3,4,334
13815,40864.59653,5,4014.91,4,4,5,445
13816,40863.35972,4,555.04,4,3,3,433
13817,40857.74236,2,382.98,4,2,2,422
13819,40585.44306,3,1140.35,1,3,4,134
13821,40742.40903,2,385.64,2,2,2,222
13822,40881.50903,2,632,5,2,3,523
13823,40868.43194,2,957.66,4,2,4,424
13824,40854.52847,5,1698.94,3,4,4,344
13826,40728.68542,2,174.65,2,2,1,221
13827,40829.52639,3,412.05,3,3,2,332
13828,40864.66806,1,209.49,4,0,1,401
13829,40527.69167,1,,1,0,1,101
13831,40870.65347,6,2198.45,4,4,5,445
13832,40869.52153,2,40.95,4,2,1,421
13833,40727.56042,1,383.85,2,0,2,202
13835,40861.65069,4,834.57,4,3,3,433
13837,40675.50694,2,266.59,1,2,2,122
13838,40881.45833,4,674.82,5,3,3,533
13841,40634.50694,1,85,1,0,1,101
13842,40828.45208,9,3385.62,3,5,5,355
13844,40875.55625,1,361.62,5,0,2,502
13845,40822.35069,1,312.98,3,0,2,302
13846,40862.50486,4,847.61,4,3,3,433
13848,40794.54028,3,1255,2,3,4,234
13849,40835.45764,2,1537.95,3,2,4,324
13850,40798.75,2,1586.81,2,2,4,224
13851,40791.525,3,2651.46,2,3,5,235
13853,40878.34167,2,1056.94,5,2,4,524
13854,40878.37917,29,8059.02,5,5,5,555
13856,40718.41875,5,363.4,2,4,2,242
13858,40829.67847,1,216.17,3,0,1,301
13859,40560.67639,1,201.16,1,0,1,101
13860,40885.53958,5,1240,5,4,4,544
13862,40868.68333,10,2187.31,4,5,5,455
13863,40641.71042,2,299.56,1,2,2,122
13865,40828.56319,4,501.56,3,3,3,333
13866,40812.62083,1,145.67,2,0,1,201
13867,40855.65833,3,1015.29,4,3,4,434
13868,40879.68889,2,3192.54,5,2,5,525
13869,40763.57847,4,3088.2,2,3,5,235
13870,40884.55764,10,2751.25,5,5,5,555
13871,40864.45069,13,6389.8,4,5,5,455
13873,40767.42222,4,381.7,2,3,2,232
13874,40528.76389,1,540.45,1,0,3,103
13875,40833.4,5,1786.79,3,4,4,344
13876,40823.43194,1,122.7,3,0,1,301
13877,40800.65903,1,117.24,2,0,1,201
13878,40832.51319,1,1281.53,3,0,4,304
13880,40865.57222,13,3219.77,4,5,5,455
13881,40883.53472,22,17159.52,5,5,5,555
13882,40884.46944,6,1131.28,5,4,4,544
13883,40885.80556,9,2548.8,5,5,5,555
13884,40879.6875,6,781.3,5,4,3,543
13885,40697.62986,2,506.8,1,2,3,123
13886,40815.55347,1,243.56,2,0,2,202
13887,40682.72361,1,349.55,1,0,2,102
13888,40767.42569,2,595.67,2,2,3,223
13889,40794.38403,1,416.9,2,0,2,202
13890,40885.65,14,1860.86,5,5,4,554
13892,40860.49306,4,632.97,4,3,3,433
13893,40589.47917,1,821.1,1,0,3,103
13894,40864.56597,5,535.97,4,4,3,443
13895,40865.71875,5,2588.12,4,4,5,445
13897,40836.60417,1,328.5,3,0,2,302
13898,40561.43611,1,155.93,1,0,1,101
13899,40870.56944,2,388.52,4,2,2,422
13900,40703.80972,3,740.95,1,3,3,133
13901,40814.61667,5,2867.2,2,4,5,245
13904,40849.57014,2,332.64,3,2,2,322
13908,40807.49236,5,2347.05,2,4,5,245
13911,40829.65486,9,2580.91,3,5,5,355
13914,40883.45417,3,613.95,5,3,3,533
13917,40837.41389,2,272.04,3,2,2,322
13918,40837.51736,2,1212.84,3,2,4,324
13919,40833.64167,3,350.16,3,3,2,332
13922,40535.44306,1,172.25,1,0,1,101
13923,40833.52292,1,351.13,3,0,2,302
13924,40885.40208,11,1709.08,5,5,4,554
13925,40850.54167,5,616.65,3,4,3,343
13926,40863.55278,1,223.85,4,0,1,401
13927,40812.5,1,348.99,2,0,2,202
13928,40876.43958,4,464.57,5,3,2,532
13929,40717.64306,3,802.85,2,3,3,233
13930,40829.40625,2,337.34,3,2,2,322
13931,40801.41875,3,1230.93,2,3,4,234
13932,40592.50139,1,307.4,1,0,2,102
13933,40777.58542,2,608.79,2,2,3,223
13934,40623.36042,1,922.1,1,0,4,104
13936,40715.73889,2,361.28,2,2,2,222
13937,40717.69097,1,158.85,2,0,1,201
13938,40851.60903,1,71.66,3,0,1,301
13939,40863.56458,4,556.75,4,3,3,433
13940,40869.63542,4,839.14,4,3,3,433
13941,40865.40486,7,4930.11,4,4,5,445
13946,40807.56458,3,561.57,2,3,3,233
13947,40821.6125,1,90.6,3,0,1,301
13948,40526.42917,1,102,1,0,1,101
