CustomerID,RFM,Segment,Num_Purchase_Dates,Days_From_End,Personal_Churn+Window,Churn_Score
18116,243,At-Risk High Value,8,67,53.8,1.24535316
16550,244,At-Risk High Value,5,108,86.8,1.244239631
16036,222,Lost,2,87,176,1.242857143
16229,223,At-Risk High Value,2,87,125,1.242857143
16948,232,Lost,3,138,111.2,1.241007194
17560,243,At-Risk High Value,5,94,75.8,1.240105541
15301,344,Loyalist,10,50,40.4,1.237623762
15122,233,At-Risk High Value,3,114,92.4,1.233766234
18094,244,At-Risk High Value,5,81,65.8,1.23100304
14660,222,Lost,2,86,14,1.228571429
13873,232,Lost,3,119,97.4,1.221765914
16572,233,At-Risk High Value,3,127,104,1.221153846
17047,223,At-Risk High Value,2,85,120,1.214285714
15205,223,At-Risk High Value,2,85,42,1.214285714
17786,222,Lost,2,85,232,1.214285714
17898,221,Lost,2,85,122,1.214285714
17594,222,Lost,2,85,169,1.214285714
14224,233,At-Risk High Value,4,110,91,1.208791209
13563,223,At-Risk High Value,2,84,56,1.2
12434,223,At-Risk High Value,2,84,176,1.2
12871,222,Lost,2,84,123,1.2
16573,223,At-Risk High Value,2,84,206,1.2
14078,243,At-Risk High Value,6,101,84.2,1.199524941
15574,132,Lost,3,177,147.6,1.199186992
14246,233,At-Risk High Value,3,110,91.8,1.198257081
14038,233,At-Risk High Value,3,78,65.4,1.19266055
17282,234,At-Risk High Value,3,130,109.4,1.188299817
13869,234,At-Risk High Value,4,123,103.8,1.184971098
15606,244,At-Risk High Value,9,61,51.6,1.182170543
18226,344,Loyalist,11,44,37.4,1.176470588
15797,234,At-Risk High Value,4,113,96.6,1.169772257
15281,244,At-Risk High Value,9,58,49.6,1.169354839
14239,344,Loyalist,11,43,36.8,1.168478261
17126,133,At-Risk High Value,3,152,130.2,1.167434716
15596,243,At-Risk High Value,5,100,85.8,1.165501166
16556,244,At-Risk High Value,7,66,57,1.157894737
16681,244,At-Risk High Value,6,72,62.2,1.15755627
16080,221,Lost,2,81,193,1.157142857
14934,224,At-Risk High Value,2,81,201,1.157142857
12379,223,At-Risk High Value,2,81,89,1.157142857
15874,244,At-Risk High Value,6,63,54.8,1.149635036
13414,233,At-Risk High Value,3,133,116,1.146551724
15140,244,At-Risk High Value,6,52,45.4,1.145374449
16584,223,At-Risk High Value,2,80,174,1.142857143
16624,223,At-Risk High Value,2,80,117,1.142857143
16777,221,Lost,2,80,177,1.142857143
14236,222,Lost,2,80,292,1.142857143
17591,244,At-Risk High Value,7,73,64,1.140625
16843,344,Loyalist,12,42,37,1.135135135
12455,244,At-Risk High Value,6,73,64.4,1.133540373
17774,233,At-Risk High Value,4,96,84.8,1.132075472
12507,233,At-Risk High Value,3,134,118.6,1.129848229
13812,332,Potential Loyalist,3,42,37.2,1.129032258
14356,223,At-Risk High Value,2,79,2,1.128571429
12604,221,Lost,2,79,182,1.128571429
12435,224,At-Risk High Value,2,79,188,1.128571429
12701,223,At-Risk High Value,2,79,163,1.128571429
15133,233,At-Risk High Value,3,127,112.8,1.125886525
16872,233,At-Risk High Value,3,77,68.8,1.119186047
15067,224,At-Risk High Value,2,78,204,1.114285714
12739,223,At-Risk High Value,2,78,21,1.114285714
13055,223,At-Risk High Value,2,78,135,1.114285714
12930,222,Lost,2,78,93,1.114285714
14147,223,At-Risk High Value,2,78,207,1.114285714
13529,221,Lost,2,78,126,1.114285714
17311,223,At-Risk High Value,2,78,238,1.114285714
14040,344,Loyalist,11,40,36,1.111111111
15719,344,Loyalist,13,32,28.8,1.111111111
13376,233,At-Risk High Value,3,99,89.4,1.10738255
15249,344,Loyalist,12,31,28,1.107142857
17965,344,Loyalist,13,37,33.6,1.101190476
18189,223,At-Risk High Value,2,77,190,1.1
12516,223,At-Risk High Value,2,77,103,1.1
15801,333,Potential Loyalist,3,46,42,1.095238095
17897,132,Lost,3,172,157.2,1.094147583
17819,244,At-Risk High Value,7,71,65,1.092307692
14101,244,At-Risk High Value,6,73,67.4,1.083086053
16164,433,Promising,3,17,15.8,1.075949367
13134,233,At-Risk High Value,4,85,79.2,1.073232323
12545,223,At-Risk High Value,2,75,184,1.071428571
13787,222,Lost,2,75,289,1.071428571
14152,222,Lost,2,75,159,1.071428571
16689,222,Lost,2,75,7,1.071428571
15366,222,Lost,2,75,283,1.071428571
15518,244,At-Risk High Value,7,64,60,1.066666667
16079,434,Promising,3,16,15,1.066666667
16755,233,At-Risk High Value,3,114,107.4,1.061452514
16778,222,Lost,2,74,200,1.057142857
16603,222,Lost,2,74,17,1.057142857
16383,222,Lost,2,74,194,1.057142857
15626,222,Lost,2,74,255,1.057142857
14473,222,Lost,2,74,208,1.057142857
13233,222,Lost,2,74,262,1.057142857
13434,222,Lost,2,74,22,1.057142857
17674,222,Lost,2,74,294,1.057142857
13489,232,Lost,4,105,100,1.05
17940,344,Loyalist,9,49,46.8,1.047008547
12637,244,At-Risk High Value,7,67,64,1.046875
12987,223,At-Risk High Value,2,73,124,1.042857143
13035,223,At-Risk High Value,2,73,187,1.042857143
13016,223,At-Risk High Value,2,73,50,1.042857143
14272,222,Lost,2,73,181,1.042857143
13555,224,At-Risk High Value,2,73,128,1.042857143
16629,222,Lost,2,73,23,1.042857143
17788,223,At-Risk High Value,2,73,56,1.042857143
15996,243,At-Risk High Value,6,88,84.4,1.042654028
14776,244,At-Risk High Value,9,51,49,1.040816327
14127,232,Lost,3,122,118,1.033898305
16362,333,Potential Loyalist,3,32,31,1.032258065
16690,221,Lost,2,72,129,1.028571429
14947,222,Lost,2,72,58,1.028571429
13321,223,At-Risk High Value,2,72,14,1.028571429
17783,221,Lost,2,72,175,1.028571429
17950,222,Lost,2,72,293,1.028571429
18265,223,At-Risk High Value,2,72,86,1.028571429
14852,244,At-Risk High Value,5,58,56.4,1.028368794
18173,234,At-Risk High Value,4,86,83.8,1.026252983
14221,344,Loyalist,7,42,41,1.024390244
15764,234,At-Risk High Value,4,88,86,1.023255814
16456,243,At-Risk High Value,5,99,97,1.020618557
13908,234,At-Risk High Value,4,79,77.6,1.018041237
18059,332,Potential Loyalist,3,23,22.6,1.017699115
16317,233,At-Risk High Value,3,119,117.2,1.015358362
15030,223,At-Risk High Value,2,71,197,1.014285714
14681,223,At-Risk High Value,2,71,140,1.014285714
12458,223,At-Risk High Value,2,71,213,1.014285714
14561,233,At-Risk High Value,3,75,74,1.013513514
16906,232,Lost,4,81,80.2,1.009975062
13220,233,At-Risk High Value,4,78,77.8,1.002570694
12352,344,Loyalist,7,36,36,1
12694,223,At-Risk High Value,2,70,113,1
12842,223,At-Risk High Value,2,70,238,1
12822,223,At-Risk High Value,2,70,17,1
14164,223,At-Risk High Value,2,70,10,1
13972,221,Lost,2,70,131,1
15005,444,Champions,28,15,15,1
14844,234,At-Risk High Value,4,63,63,1
15321,224,At-Risk High Value,2,70,221,1
15128,233,At-Risk High Value,4,60,60,1
17483,232,Lost,3,65,65,1
17376,221,Lost,2,70,241,1
14006,233,At-Risk High Value,3,115,115,1
13505,234,At-Risk High Value,4,72,72.4,0.994475138
16951,233,At-Risk High Value,3,134,134.8,0.994065282
16475,232,Lost,4,88,88.6,0.993227991
14013,232,Lost,3,110,111,0.990990991
13813,333,Potential Loyalist,4,39,39.4,0.989847716
14513,232,Lost,3,100,101.2,0.988142292
17388,234,At-Risk High Value,4,77,78.4,0.982142857
17669,344,Loyalist,7,42,43,0.976744186
14235,234,At-Risk High Value,4,75,76.8,0.9765625
13240,233,At-Risk High Value,4,96,98.4,0.975609756
16693,222,Lost,2,68,203,0.971428571
16667,222,Lost,2,68,216,0.971428571
15579,221,Lost,2,68,245,0.971428571
15810,233,At-Risk High Value,4,78,80.8,0.965346535
15674,244,At-Risk High Value,5,73,75.8,0.963060686
16709,234,At-Risk High Value,4,84,87.4,0.961098398
18204,234,At-Risk High Value,3,71,74,0.959459459
14800,344,Loyalist,12,47,49,0.959183673
13425,233,At-Risk High Value,3,108,112.8,0.957446809
13431,223,At-Risk High Value,2,67,21,0.957142857
13344,224,At-Risk High Value,2,67,210,0.957142857
12886,223,At-Risk High Value,2,67,152,0.957142857
14193,223,At-Risk High Value,2,67,202,0.957142857
14651,222,Lost,2,67,144,0.957142857
14644,223,At-Risk High Value,2,67,231,0.957142857
16441,222,Lost,2,67,224,0.957142857
14307,244,At-Risk High Value,5,88,93,0.946236559
14276,233,At-Risk High Value,3,98,103.6,0.945945946
12409,234,At-Risk High Value,3,78,82.6,0.944309927
13792,221,Lost,2,66,221,0.942857143
16374,222,Lost,2,66,196,0.942857143
16253,224,At-Risk High Value,2,66,189,0.942857143
15339,222,Lost,2,66,252,0.942857143
13901,244,At-Risk High Value,5,72,76.4,0.942408377
16170,344,Loyalist,6,50,53.2,0.939849624
16503,233,At-Risk High Value,4,106,112.8,0.939716312
14004,344,Loyalist,7,43,46,0.934782609
14223,233,At-Risk High Value,3,92,98.6,0.93306288
13725,343,Loyalist,8,49,52.6,0.931558935
13515,233,At-Risk High Value,4,72,77.4,0.930232558
13989,223,At-Risk High Value,2,65,174,0.928571429
14389,222,Lost,2,65,125,0.928571429
14396,222,Lost,2,65,306,0.928571429
16160,223,At-Risk High Value,2,65,20,0.928571429
16140,223,At-Risk High Value,2,65,306,0.928571429
15757,222,Lost,2,65,152,0.928571429
15762,222,Lost,2,65,12,0.928571429
15244,223,At-Risk High Value,2,65,183,0.928571429
14808,344,Loyalist,6,39,42,0.928571429
14019,333,Potential Loyalist,3,46,49.6,0.927419355
16477,244,At-Risk High Value,7,63,68,0.926470588
15673,234,At-Risk High Value,4,88,95,0.926315789
17869,232,Lost,4,107,116.4,0.919243986
17502,433,Promising,4,9,9.8,0.918367347
15002,234,At-Risk High Value,4,115,125.4,0.917065391
14819,221,Lost,2,64,128,0.914285714
15315,222,Lost,2,64,52,0.914285714
14538,222,Lost,2,64,192,0.914285714
13023,223,At-Risk High Value,2,64,65,0.914285714
13049,223,At-Risk High Value,2,64,254,0.914285714
15220,244,At-Risk High Value,6,51,56,0.910714286
12924,233,At-Risk High Value,4,88,96.8,0.909090909
13827,232,Lost,3,57,62.8,0.907643312
14360,334,Potential Loyalist,3,31,34.2,0.906432749
14810,344,Loyalist,11,40,44.2,0.904977376
13491,243,At-Risk High Value,10,51,56.4,0.904255319
13276,222,Lost,2,63,36,0.9
13169,223,At-Risk High Value,2,63,189,0.9
12394,223,At-Risk High Value,2,63,154,0.9
12492,221,Lost,2,63,42,0.9
12885,223,At-Risk High Value,2,63,60,0.9
12781,223,At-Risk High Value,2,63,221,0.9
14029,222,Lost,2,63,81,0.9
14067,222,Lost,2,63,33,0.9
16354,222,Lost,2,63,10,0.9
12823,244,At-Risk High Value,5,74,82.6,0.895883777
14460,232,Lost,3,110,123.4,0.891410049
12942,233,At-Risk High Value,3,131,147.6,0.887533875
16816,232,Lost,4,103,116.8,0.881849315
16837,344,Loyalist,9,31,35.2,0.880681818
17284,243,At-Risk High Value,6,60,68.2,0.879765396
17377,344,Loyalist,20,23,26.2,0.877862595
13136,234,At-Risk High Value,4,56,64,0.875
14680,344,Loyalist,16,25,28.6,0.874125874
16518,222,Lost,2,61,223,0.871428571
16187,344,Loyalist,11,31,35.6,0.870786517
13517,233,At-Risk High Value,3,59,67.8,0.87020649
14201,243,At-Risk High Value,7,60,69,0.869565217
13993,344,Loyalist,9,42,48.6,0.864197531
12939,244,At-Risk High Value,6,64,74.2,0.862533693
16182,234,At-Risk High Value,4,72,83.8,0.859188544
13213,233,At-Risk High Value,4,56,65.2,0.858895706
13473,222,Lost,2,60,272,0.857142857
13224,223,At-Risk High Value,2,60,91,0.857142857
14128,222,Lost,2,60,195,0.857142857
13666,221,Lost,2,60,227,0.857142857
14451,222,Lost,2,60,134,0.857142857
17025,222,Lost,2,60,313,0.857142857
15211,223,At-Risk High Value,2,60,305,0.857142857
17462,223,At-Risk High Value,2,60,224,0.857142857
17865,344,Loyalist,16,30,35,0.857142857
13320,233,At-Risk High Value,3,78,91.2,0.855263158
15036,232,Lost,3,72,84.4,0.853080569
15815,244,At-Risk High Value,5,63,74,0.851351351
15814,434,Promising,3,16,18.8,0.85106383
13562,233,At-Risk High Value,3,81,95.2,0.850840336
15641,234,At-Risk High Value,4,105,123.8,0.848142165
16880,343,Loyalist,6,30,35.4,0.847457627
16249,244,At-Risk High Value,5,52,61.6,0.844155844
13538,343,Loyalist,7,43,51,0.843137255
13564,134,At-Risk High Value,3,144,170.8,0.843091335
13919,221,Lost,2,59,62,0.842857143
13283,221,Lost,2,59,126,0.842857143
13109,223,At-Risk High Value,2,59,98,0.842857143
16861,221,Lost,2,59,99,0.842857143
14857,223,At-Risk High Value,2,59,89,0.842857143
17633,333,Potential Loyalist,4,31,36.8,0.842391304
13158,233,At-Risk High Value,4,94,112.2,0.837789661
14607,444,Champions,7,15,18,0.833333333
14761,222,Lost,2,58,276,0.828571429
15840,222,Lost,2,58,114,0.828571429
17489,222,Lost,2,58,154,0.828571429
17190,222,Lost,2,58,149,0.828571429
17913,222,Lost,2,58,297,0.828571429
16102,334,Potential Loyalist,3,42,50.8,0.826771654
17873,244,At-Risk High Value,5,80,96.8,0.826446281
17048,233,At-Risk High Value,3,117,141.8,0.825105783
17214,243,At-Risk High Value,6,60,72.8,0.824175824
15039,444,Champions,42,9,11,0.818181818
15993,444,Champions,5,8,9.8,0.816326531
13397,244,At-Risk High Value,5,72,88.2,0.816326531
12876,224,At-Risk High Value,2,57,139,0.814285714
14624,221,Lost,2,57,2,0.814285714
14555,222,Lost,2,57,245,0.814285714
14421,223,At-Risk High Value,2,57,154,0.814285714
13930,221,Lost,2,57,79,0.814285714
16121,223,At-Risk High Value,2,57,158,0.814285714
17181,221,Lost,2,57,316,0.814285714
17169,222,Lost,2,57,126,0.814285714
15272,223,At-Risk High Value,2,57,29,0.814285714
18160,222,Lost,2,57,143,0.814285714
15513,344,Loyalist,15,33,40.6,0.812807882
18235,233,At-Risk High Value,3,71,87.4,0.812356979
17722,234,At-Risk High Value,4,96,118.2,0.812182741
15304,243,At-Risk High Value,8,60,74,0.810810811
16652,244,At-Risk High Value,5,58,71.8,0.807799443
15114,344,Loyalist,10,30,37.4,0.802139037
14937,223,At-Risk High Value,2,56,74,0.8
15826,223,At-Risk High Value,2,56,154,0.8
16239,222,Lost,2,56,133,0.8
14567,223,At-Risk High Value,2,56,74,0.8
18228,223,At-Risk High Value,2,56,23,0.8
17771,221,Lost,2,56,267,0.8
17653,333,Potential Loyalist,4,36,45,0.8
17863,244,At-Risk High Value,6,59,73.8,0.799457995
16478,332,Potential Loyalist,3,25,31.4,0.796178344
14952,244,At-Risk High Value,8,59,74.2,0.795148248
18093,234,At-Risk High Value,4,93,117,0.794871795
15569,234,At-Risk High Value,4,103,129.8,0.793528505
17589,234,At-Risk High Value,4,60,75.8,0.791556728
17058,233,At-Risk High Value,3,81,102.4,0.791015625
16316,244,At-Risk High Value,7,64,81,0.790123457
16927,233,At-Risk High Value,3,115,145.8,0.788751715
14387,333,Potential Loyalist,3,32,40.6,0.78817734
17024,331,Potential Loyalist,3,45,57.2,0.786713287
15465,344,Loyalist,18,19,24.2,0.785123967
12830,344,Loyalist,5,37,47.4,0.780590717
14818,233,At-Risk High Value,3,73,93.6,0.77991453
13208,243,At-Risk High Value,6,58,74.4,0.779569892
12415,344,Loyalist,16,24,30.8,0.779220779
16842,233,At-Risk High Value,3,100,128.6,0.777604977
13186,333,Potential Loyalist,3,39,50.2,0.77689243
15192,233,At-Risk High Value,3,119,153.6,0.774739583
15756,232,Lost,4,61,79,0.772151899
15545,221,Lost,2,54,317,0.771428571
14780,222,Lost,2,54,25,0.771428571
16674,221,Lost,2,54,44,0.771428571
12940,223,At-Risk High Value,2,54,33,0.771428571
13034,222,Lost,2,54,315,0.771428571
13760,222,Lost,2,54,202,0.771428571
13662,233,At-Risk High Value,3,85,111,0.765765766
13280,232,Lost,3,122,159.4,0.765370138
13520,244,At-Risk High Value,6,58,75.8,0.765171504
17612,244,At-Risk High Value,6,53,69.4,0.763688761
17027,243,At-Risk High Value,5,78,102.2,0.763209393
13141,234,At-Risk High Value,4,84,110.4,0.760869565
12794,223,At-Risk High Value,2,53,45,0.757142857
15012,222,Lost,2,53,320,0.757142857
16460,333,Potential Loyalist,3,28,37,0.756756757
12779,344,Loyalist,8,37,49,0.755102041
16493,233,At-Risk High Value,4,79,104.8,0.753816794
13038,233,At-Risk High Value,3,80,106.2,0.753295669
15125,344,Loyalist,10,25,33.2,0.753012048
13330,233,At-Risk High Value,3,92,122.6,0.75040783
14107,244,At-Risk High Value,7,51,68,0.75
15696,344,Loyalist,8,33,44.2,0.746606335
16734,222,Lost,2,52,62,0.742857143
13805,223,At-Risk High Value,2,52,77,0.742857143
13032,223,At-Risk High Value,2,52,35,0.742857143
17679,224,At-Risk High Value,2,52,33,0.742857143
17320,233,At-Risk High Value,3,100,135.2,0.73964497
12678,344,Loyalist,9,42,56.8,0.73943662
13000,232,Lost,3,106,143.4,0.739191074
14978,243,At-Risk High Value,5,72,97.6,0.737704918
13741,233,At-Risk High Value,3,71,96.4,0.736514523
17564,332,Potential Loyalist,3,24,32.8,0.731707317
17934,223,At-Risk High Value,2,51,7,0.728571429
13849,223,At-Risk High Value,2,51,119,0.728571429
14306,224,At-Risk High Value,2,51,34,0.728571429
12596,223,At-Risk High Value,2,51,191,0.728571429
14565,234,At-Risk High Value,4,95,130.4,0.728527607
15416,234,At-Risk High Value,4,64,88.2,0.725623583
17083,233,At-Risk High Value,3,109,150.4,0.724734043
14409,244,At-Risk High Value,5,71,98.2,0.723014257
18257,344,Loyalist,7,39,54,0.722222222
17146,233,At-Risk High Value,3,105,145.4,0.722145805
13334,234,At-Risk High Value,3,82,113.6,0.721830986
14609,233,At-Risk High Value,4,72,99.8,0.721442886
14880,232,Lost,3,77,107,0.719626168
14257,244,At-Risk High Value,5,64,89,0.719101124
17667,234,At-Risk High Value,4,66,91.8,0.718954248
16258,344,Loyalist,5,45,62.8,0.71656051
17002,234,At-Risk High Value,3,85,119,0.714285714
15121,322,Need Attention,2,50,238,0.714285714
15469,323,Potential Loyalist,2,50,70,0.714285714
15521,344,Loyalist,6,40,56,0.714285714
15565,321,Need Attention,2,50,20,0.714285714
15807,322,Need Attention,2,50,27,0.714285714
14261,323,Potential Loyalist,2,50,28,0.714285714
14427,322,Need Attention,2,50,13,0.714285714
14495,321,Need Attention,2,50,71,0.714285714
13748,233,At-Risk High Value,4,95,133,0.714285714
13761,323,Potential Loyalist,2,50,129,0.714285714
13669,321,Need Attention,2,50,99,0.714285714
13573,322,Need Attention,2,50,203,0.714285714
12556,322,Need Attention,2,50,101,0.714285714
17672,324,Potential Loyalist,2,50,259,0.714285714
17764,323,Potential Loyalist,2,50,161,0.714285714
18252,322,Need Attention,2,50,121,0.714285714
13946,233,At-Risk High Value,3,79,110.8,0.71299639
16059,243,At-Risk High Value,6,65,91.2,0.712719298
17892,232,Lost,3,56,78.6,0.712468193
16706,332,Potential Loyalist,3,37,52,0.711538462
13524,343,Loyalist,5,40,56.4,0.709219858
13851,234,At-Risk High Value,3,95,134.6,0.705794948
15675,232,Lost,3,81,114.8,0.705574913
13265,244,At-Risk High Value,5,53,75.2,0.704787234
14970,232,Lost,4,68,96.6,0.703933747
12712,344,Loyalist,13,28,39.8,0.703517588
12431,344,Loyalist,14,35,49.8,0.702811245
18242,234,At-Risk High Value,3,72,102.6,0.701754386
16686,344,Loyalist,7,47,67,0.701492537
13384,344,Loyalist,6,30,42.8,0.700934579
17690,344,Loyalist,14,30,42.8,0.700934579
13917,321,Need Attention,2,49,142,0.7
13918,323,Potential Loyalist,2,49,204,0.7
14543,344,Loyalist,15,28,40,0.7
13875,244,At-Risk High Value,5,53,75.8,0.699208443
12633,234,At-Risk High Value,4,58,83,0.698795181
15974,344,Loyalist,7,39,56,0.696428571
18171,243,At-Risk High Value,5,58,83.6,0.693779904
14710,432,Potential Loyalist,4,14,20.2,0.693069307
13983,344,Loyalist,10,29,42,0.69047619
17527,233,At-Risk High Value,4,53,77,0.688311688
12594,344,Loyalist,9,37,54,0.685185185
16019,344,Loyalist,9,46,67.2,0.68452381
13249,233,At-Risk High Value,3,92,134.6,0.683506686
12422,233,At-Risk High Value,3,95,139.4,0.681492109
14836,431,Potential Loyalist,3,10,14.8,0.675675676
15440,232,Lost,3,54,80,0.675
15730,233,At-Risk High Value,3,65,96.6,0.672877847
13018,444,Champions,20,16,23.8,0.672268908
14976,243,At-Risk High Value,5,57,84.8,0.672169811
16515,244,At-Risk High Value,5,52,77.4,0.671834625
12836,234,At-Risk High Value,4,59,88,0.670454545
16462,231,Lost,3,73,109.2,0.668498168
15356,344,Loyalist,10,31,46.4,0.668103448
14959,233,At-Risk High Value,4,64,96,0.666666667
14533,344,Loyalist,7,24,36,0.666666667
17634,344,Loyalist,9,36,54,0.666666667
17921,233,At-Risk High Value,4,64,96,0.666666667
17813,443,Loyalist,5,14,21,0.666666667
13092,242,At-Risk High Value,5,70,105.6,0.662878788
17193,344,Loyalist,5,35,52.8,0.662878788
15296,344,Loyalist,6,50,75.6,0.661375661
17800,343,Loyalist,9,37,56,0.660714286
15228,234,At-Risk High Value,4,66,100.2,0.658682635
13097,344,Loyalist,9,32,48.6,0.658436214
13165,323,Potential Loyalist,2,46,305,0.657142857
12546,323,Potential Loyalist,2,46,31,0.657142857
15215,322,Need Attention,2,46,50,0.657142857
15068,322,Need Attention,2,46,210,0.657142857
15786,324,Potential Loyalist,2,46,68,0.657142857
17004,323,Potential Loyalist,2,46,46,0.657142857
17186,321,Need Attention,2,46,14,0.657142857
17423,322,Need Attention,2,46,171,0.657142857
14712,333,Potential Loyalist,3,29,44.2,0.656108597
16750,342,Loyalist,5,44,67.2,0.654761905
16394,243,At-Risk High Value,5,56,85.8,0.652680653
14156,444,Champions,43,9,13.8,0.652173913
18155,232,Lost,3,75,115.8,0.647668394
13871,344,Loyalist,12,22,34,0.647058824
15834,234,At-Risk High Value,3,70,108.6,0.644567219
15630,323,Potential Loyalist,2,45,159,0.642857143
13601,323,Potential Loyalist,2,45,166,0.642857143
18147,321,Need Attention,2,45,63,0.642857143
17928,321,Need Attention,2,45,201,0.642857143
17512,344,Loyalist,10,28,43.6,0.642201835
15299,234,At-Risk High Value,4,67,105,0.638095238
16735,234,At-Risk High Value,4,78,122.6,0.636215334
12540,344,Loyalist,17,19,30,0.633333333
16131,234,At-Risk High Value,4,51,80.8,0.631188119
12360,234,At-Risk High Value,3,52,82.4,0.631067961
16086,243,At-Risk High Value,5,59,93.6,0.63034188
15990,323,Potential Loyalist,2,44,243,0.628571429
16208,323,Potential Loyalist,2,44,245,0.628571429
16454,321,Need Attention,2,44,20,0.628571429
14754,322,Need Attention,2,44,251,0.628571429
15516,321,Need Attention,2,44,2,0.628571429
15821,322,Need Attention,2,44,17,0.628571429
12371,324,Potential Loyalist,2,44,15,0.628571429
14379,322,Need Attention,2,44,251,0.628571429
14690,322,Need Attention,2,44,107,0.628571429
12523,344,Loyalist,11,19,30.4,0.625
17573,332,Potential Loyalist,3,29,46.4,0.625
13865,232,Lost,4,58,93,0.623655914
15181,233,At-Risk High Value,3,66,106,0.622641509
13629,344,Loyalist,11,23,37,0.621621622
18017,233,At-Risk High Value,3,81,130.4,0.621165644
14116,343,Loyalist,5,19,30.6,0.620915033
12626,344,Loyalist,9,23,37.2,0.61827957
16533,333,Potential Loyalist,3,19,30.8,0.616883117
13539,232,Lost,3,85,137.8,0.616835994
12536,324,Potential Loyalist,2,43,16,0.614285714
13416,322,Need Attention,2,43,38,0.614285714
14716,322,Need Attention,2,43,105,0.614285714
15014,321,Need Attention,2,43,133,0.614285714
15791,324,Potential Loyalist,2,43,161,0.614285714
18261,322,Need Attention,2,43,52,0.614285714
17459,322,Need Attention,2,43,17,0.614285714
17414,323,Potential Loyalist,2,43,141,0.614285714
12609,233,At-Risk High Value,3,78,127.2,0.613207547
16224,233,At-Risk High Value,4,57,93,0.612903226
15819,333,Potential Loyalist,4,49,80,0.6125
14273,232,Lost,4,51,83.4,0.611510791
17651,444,Champions,9,11,18,0.611111111
14738,343,Loyalist,7,42,69,0.608695652
16814,444,Champions,21,14,23,0.608695652
16348,343,Loyalist,6,32,52.6,0.608365019
12463,233,At-Risk High Value,4,53,87.2,0.607798165
17033,233,At-Risk High Value,3,86,141.6,0.607344633
12708,344,Loyalist,10,29,47.8,0.606694561
14475,233,At-Risk High Value,3,71,117.4,0.604770017
17613,344,Loyalist,11,22,36.4,0.604395604
17442,344,Loyalist,6,36,59.6,0.604026846
15062,233,At-Risk High Value,4,71,117.6,0.603741497
12407,344,Loyalist,5,49,81.4,0.601965602
16621,233,At-Risk High Value,4,51,84.8,0.601415094
15738,344,Loyalist,15,18,30,0.6
12895,322,Need Attention,2,42,44,0.6
14412,323,Potential Loyalist,2,42,30,0.6
17418,322,Need Attention,2,42,281,0.6
15059,343,Loyalist,7,40,67,0.597014925
13549,343,Loyalist,7,25,42,0.595238095
16173,443,Loyalist,6,15,25.2,0.595238095
12610,344,Loyalist,5,22,37,0.594594595
15473,434,Promising,4,14,23.6,0.593220339
13481,333,Potential Loyalist,4,45,76,0.592105263
15026,232,Lost,3,80,135.4,0.59084195
16455,243,At-Risk High Value,6,63,106.8,0.58988764
16945,344,Loyalist,13,21,35.8,0.586592179
13124,234,At-Risk High Value,3,89,151.8,0.58629776
15312,233,At-Risk High Value,4,75,128.2,0.585023401
13405,232,Lost,3,74,126.6,0.584518167
16656,344,Loyalist,15,22,37.8,0.582010582
17652,344,Loyalist,12,25,43,0.581395349
18130,433,Promising,3,15,25.8,0.581395349
14944,344,Loyalist,7,29,50,0.58
16007,333,Potential Loyalist,4,47,81.2,0.578817734
13654,344,Loyalist,5,43,74.4,0.577956989
16040,233,At-Risk High Value,3,65,112.6,0.577264654
14045,234,At-Risk High Value,3,109,189.6,0.574894515
12856,444,Champions,6,7,12.2,0.573770492
14849,344,Loyalist,13,21,36.6,0.573770492
14997,332,Potential Loyalist,3,46,80.4,0.572139303
15478,324,Potential Loyalist,2,40,16,0.571428571
15351,444,Champions,7,12,21,0.571428571
15370,344,Loyalist,7,40,70,0.571428571
16839,444,Champions,32,8,14,0.571428571
17018,322,Need Attention,2,40,285,0.571428571
13421,323,Potential Loyalist,2,40,250,0.571428571
14096,444,Champions,17,4,7,0.571428571
13566,323,Potential Loyalist,2,40,42,0.571428571
14315,344,Loyalist,6,44,77,0.571428571
14179,322,Need Attention,2,40,12,0.571428571
17447,322,Need Attention,2,40,31,0.571428571
17255,321,Need Attention,2,40,259,0.571428571
17340,344,Loyalist,8,29,50.8,0.570866142
18236,343,Loyalist,6,29,50.8,0.570866142
16099,332,Potential Loyalist,3,50,87.8,0.569476082
12348,234,At-Risk High Value,4,75,131.8,0.569044006
15044,344,Loyalist,15,19,33.4,0.568862275
12679,233,At-Risk High Value,4,58,102,0.568627451
12931,344,Loyalist,12,21,37,0.567567568
12474,444,Champions,17,17,30,0.566666667
14057,344,Loyalist,14,23,40.6,0.566502463
15841,233,At-Risk High Value,4,72,127.2,0.566037736
15618,333,Potential Loyalist,3,32,56.8,0.563380282
14077,342,Loyalist,5,40,71,0.563380282
13247,432,Potential Loyalist,4,17,30.2,0.562913907
17734,233,At-Risk High Value,3,53,94.2,0.562632696
17372,343,Loyalist,8,40,71.2,0.561797753
14232,344,Loyalist,5,42,75,0.56
12744,244,At-Risk High Value,6,51,91.2,0.559210526
12571,322,Need Attention,2,39,82,0.557142857
12522,321,Need Attention,2,39,12,0.557142857
13544,321,Need Attention,2,39,201,0.557142857
16018,322,Need Attention,2,39,141,0.557142857
16836,322,Need Attention,2,39,77,0.557142857
13617,333,Potential Loyalist,3,40,71.8,0.557103064
15022,433,Promising,3,11,19.8,0.555555556
