CustomerID,Days_From_Last,Num_orders,Ln_Num_Orders,Total_Revenue,R,F,M,RFM,Segment
13662,86,3,1.386294361,557.34,2,3,3,233,At-Risk High Value
13663,180,1,0.693147181,113.27,1,1,1,111,Lost
13666,61,2,1.098612289,74.05,2,2,1,221,Lost
13667,150,1,0.693147181,177.05,1,1,1,111,Lost
13668,3,21,3.091042453,4225.29,4,4,4,444,Champions
13669,51,2,1.098612289,140.85,3,2,1,321,Need Attention
13670,76,1,0.693147181,262.66,2,1,2,212,Lost
13672,302,2,1.098612289,186.39,1,2,1,121,Lost
13673,19,2,1.098612289,284.35,3,2,2,322,Need Attention
13675,152,2,1.098612289,328.84,1,2,2,122,Lost
13678,152,1,0.693147181,133.44,1,1,1,111,Lost
13680,2,4,1.609437912,2902.16,4,3,4,434,Promising
13681,18,4,1.609437912,690.22,4,3,3,433,Promising
13682,188,1,0.693147181,42.5,1,1,1,111,Lost
13684,286,1,0.693147181,38.03,1,1,1,111,Lost
13685,3,6,1.945910149,2405.28,4,4,4,444,Champions
13686,183,1,0.693147181,19,1,1,1,111,Lost
13689,64,1,0.693147181,194,2,1,1,211,Lost
13690,60,1,0.693147181,172.25,2,1,1,211,Lost
13692,25,3,1.386294361,968.96,3,3,3,333,Potential Loyalist
13694,4,35,3.583518938,44045.16,4,4,4,444,Champions
13695,32,14,2.708050201,2216.11,3,4,4,344,Loyalist
13697,39,1,0.693147181,98.9,3,1,1,311,Need Attention
13699,156,1,0.693147181,100.08,1,1,1,111,Lost
13700,27,8,2.197224577,1382.55,3,4,4,344,Loyalist
13703,319,1,0.693147181,99.5,1,1,1,111,Lost
13704,6,9,2.302585093,1735.17,4,4,4,444,Champions
13705,8,3,1.386294361,576.86,4,3,3,433,Promising
13706,303,1,0.693147181,177.47,1,1,1,111,Lost
13707,268,2,1.098612289,431.81,1,2,2,122,Lost
13708,272,1,0.693147181,177.7,1,1,1,111,Lost
13709,4,8,2.197224577,3691.04,4,4,4,444,Champions
13710,32,1,0.693147181,145.68,3,1,1,311,Need Attention
13711,219,1,0.693147181,223.71,1,1,2,112,Lost
13712,247,1,0.693147181,162.84,1,1,1,111,Lost
13715,282,4,1.609437912,716.34,1,3,3,133,At-Risk High Value
13716,270,1,0.693147181,104.03,1,1,1,111,Lost
13717,33,6,1.945910149,954.79,3,4,3,343,Loyalist
13718,247,2,1.098612289,276.55,1,2,2,122,Lost
13719,16,5,1.791759469,801.29,4,4,3,443,Loyalist
13720,117,4,1.609437912,517.3,2,3,3,233,At-Risk High Value
13721,37,1,0.693147181,339.34,3,1,2,312,Need Attention
13722,132,2,1.098612289,1411.15,2,2,4,224,At-Risk High Value
13723,218,1,0.693147181,199.85,1,1,1,111,Lost
13725,50,8,2.197224577,1024.79,3,4,3,343,Loyalist
13726,39,2,1.098612289,516.74,3,2,3,323,Potential Loyalist
13727,29,2,1.098612289,271.78,3,2,2,322,Need Attention
13728,37,6,1.945910149,483.04,3,4,3,343,Loyalist
13730,136,2,1.098612289,491.46,2,2,3,223,At-Risk High Value
13731,220,2,1.098612289,408.17,1,2,2,122,Lost
13732,29,1,0.693147181,226.19,3,1,2,312,Need Attention
13735,25,4,1.609437912,1862.36,3,3,4,334,Potential Loyalist
13736,6,2,1.098612289,419.73,4,2,2,422,Promising
13737,201,1,0.693147181,303.35,1,1,2,112,Lost
13739,19,1,0.693147181,216.9,3,1,2,312,Need Attention
13740,241,1,0.693147181,277.43,1,1,2,112,Lost
13741,72,3,1.386294361,513.28,2,3,3,233,At-Risk High Value
13742,17,11,2.48490665,2217.62,4,4,4,444,Champions
13743,3,7,2.079441542,1183.2,4,4,4,444,Champions
13744,96,2,1.098612289,410.8,2,2,2,222,Lost
13745,163,1,0.693147181,164.44,1,1,1,111,Lost
13747,374,1,0.693147181,79.6,1,1,1,111,Lost
13748,96,4,1.609437912,902.45,2,3,3,233,At-Risk High Value
13750,54,5,1.791759469,1536.26,2,4,4,244,At-Risk High Value
13751,289,1,0.693147181,296.25,1,1,2,112,Lost
13752,125,6,1.945910149,1064.45,2,4,3,243,At-Risk High Value
13753,288,1,0.693147181,354.16,1,1,2,112,Lost
13754,152,2,1.098612289,282.6,1,2,2,122,Lost
13755,4,8,2.197224577,1490.92,4,4,4,444,Champions
13756,3,12,2.564949357,3846.29,4,4,4,444,Champions
13758,12,7,2.079441542,2138.2,4,4,4,444,Champions
13759,34,2,1.098612289,454.79,3,2,2,322,Need Attention
13760,55,2,1.098612289,224.2,2,2,2,222,Lost
13761,51,2,1.098612289,628.43,3,2,3,323,Potential Loyalist
13762,219,1,0.693147181,216.72,1,1,2,112,Lost
13763,64,1,0.693147181,1082.32,2,1,3,213,At-Risk High Value
13764,71,3,1.386294361,1090.97,2,3,3,233,At-Risk High Value
13767,3,31,3.465735903,11693,4,4,4,444,Champions
13769,3,9,2.302585093,2220.94,4,4,4,444,Champions
13771,65,3,1.386294361,1702.92,2,3,4,234,At-Risk High Value
13772,34,3,1.386294361,740.23,3,3,3,333,Potential Loyalist
13774,82,1,0.693147181,197,2,1,1,211,Lost
13777,1,24,3.218875825,24671.08,4,4,4,444,Champions
13778,104,1,0.693147181,151.45,2,1,1,211,Lost
13780,8,2,1.098612289,283.76,4,2,2,422,Promising
13781,251,1,0.693147181,105.14,1,1,1,111,Lost
13782,13,6,1.945910149,679.95,4,4,3,443,Loyalist
13784,10,11,2.48490665,2462.79,4,4,4,444,Champions
13786,368,1,0.693147181,200.4,1,1,1,111,Lost
13787,76,2,1.098612289,232.3,2,2,2,222,Lost
13790,5,1,0.693147181,145.22,4,1,1,411,New Customers
13791,128,2,1.098612289,903,2,2,3,223,At-Risk High Value
13792,67,2,1.098612289,132.25,2,2,1,221,Lost
13798,2,53,3.988984047,32117.25,4,4,4,444,Champions
13799,117,2,1.098612289,426.48,2,2,2,222,Lost
13800,310,1,0.693147181,296.54,1,1,2,112,Lost
13801,67,1,0.693147181,245,2,1,2,212,Lost
13802,139,3,1.386294361,3554.5,2,3,4,234,At-Risk High Value
13803,256,1,0.693147181,207.17,1,1,1,111,Lost
13804,31,6,1.945910149,1848.02,3,4,4,344,Loyalist
13805,53,2,1.098612289,755.6,2,2,3,223,At-Risk High Value
13806,64,1,0.693147181,256.38,2,1,2,212,Lost
13807,368,1,0.693147181,76.9,1,1,1,111,Lost
13808,6,5,1.791759469,1174.08,4,4,4,444,Champions
13809,306,1,0.693147181,129.2,1,1,1,111,Lost
13810,29,2,1.098612289,1263.84,3,2,4,324,Potential Loyalist
13811,184,3,1.386294361,583.5,1,3,3,133,At-Risk High Value
13812,43,3,1.386294361,453.6,3,3,2,332,Potential Loyalist
13813,40,4,1.609437912,1072.14,3,3,3,333,Potential Loyalist
13814,93,2,1.098612289,722.17,2,2,3,223,At-Risk High Value
13815,23,4,1.609437912,2271.96,3,3,4,334,Potential Loyalist
13816,24,2,1.098612289,387.05,3,2,2,322,Need Attention
13817,30,2,1.098612289,284.46,3,2,2,322,Need Attention
13819,302,3,1.386294361,809.15,1,3,3,133,At-Risk High Value
13821,145,2,1.098612289,223.63,1,2,2,122,Lost
13822,6,2,1.098612289,411.61,4,2,2,422,Promising
13823,19,2,1.098612289,598.86,3,2,3,323,Potential Loyalist
13824,33,5,1.791759469,1344.44,3,4,4,344,Loyalist
13826,177,1,0.693147181,140.8,1,1,1,111,Lost
13827,58,3,1.386294361,265.65,2,3,2,232,Lost
13828,23,1,0.693147181,113.33,3,1,1,311,Need Attention
13831,17,6,1.945910149,2139.01,4,4,4,444,Champions
13832,20,1,0.693147181,52.2,3,1,1,311,Need Attention
13833,160,1,0.693147181,216.45,1,1,2,112,Lost
13835,26,4,1.609437912,609.12,3,3,3,333,Potential Loyalist
13837,212,2,1.098612289,264.49,1,2,2,122,Lost
13838,6,3,1.386294361,410.9,4,3,2,432,Potential Loyalist
13841,253,1,0.693147181,85,1,1,1,111,Lost
13842,59,9,2.302585093,2343.71,2,4,4,244,At-Risk High Value
13844,12,1,0.693147181,197.74,4,1,1,411,New Customers
13845,65,1,0.693147181,286.42,2,1,2,212,Lost
13846,25,3,1.386294361,516.3,3,3,3,333,Potential Loyalist
13848,93,3,1.386294361,1255,2,3,4,234,At-Risk High Value
13849,52,2,1.098612289,821.09,2,2,3,223,At-Risk High Value
13850,130,1,0.693147181,434.94,2,1,2,212,Lost
13851,96,3,1.386294361,2099.16,2,3,4,234,At-Risk High Value
13853,58,1,0.693147181,878.34,2,1,3,213,At-Risk High Value
13854,9,25,3.258096538,7807.36,4,4,4,444,Champions
13856,169,3,1.386294361,297.8,1,3,2,132,Lost
13858,58,1,0.693147181,166.82,2,1,1,211,Lost
13859,327,1,0.693147181,138.93,1,1,1,111,Lost
13860,2,4,1.609437912,960.76,4,3,3,433,Promising
13862,19,8,2.197224577,1410.31,3,4,4,344,Loyalist
13863,248,1,0.693147181,230.6,1,1,2,112,Lost
13865,59,4,1.609437912,446.36,2,3,2,232,Lost
13866,75,1,0.693147181,145.67,2,1,1,211,Lost
13867,32,3,1.386294361,700.69,3,3,3,333,Potential Loyalist
13868,8,2,1.098612289,2984.49,4,2,4,424,Promising
13869,124,4,1.609437912,1645.85,2,3,4,234,At-Risk High Value
13870,3,6,1.945910149,1902.28,4,4,4,444,Champions
13871,23,12,2.564949357,4049.3,3,4,4,344,Loyalist
13873,120,3,1.386294361,324.5,2,3,2,232,Lost
13874,359,1,0.693147181,507.75,1,1,3,113,Lost
13875,54,5,1.791759469,1202.39,2,4,4,244,At-Risk High Value
13876,64,1,0.693147181,95.1,2,1,1,211,Lost
13877,87,1,0.693147181,117.24,2,1,1,211,Lost
13878,55,1,0.693147181,1115.45,2,1,3,213,At-Risk High Value
13880,22,10,2.397895273,2434.6,3,4,4,344,Loyalist
13881,4,16,2.833213344,15116.1,4,4,4,444,Champions
13882,3,5,1.791759469,752.02,4,4,3,443,Loyalist
13883,11,3,1.386294361,1596.15,4,3,4,434,Promising
13884,8,4,1.609437912,596.1,4,3,3,433,Promising
13885,190,2,1.098612289,395.2,1,2,2,122,Lost
13886,72,1,0.693147181,138.76,2,1,1,211,Lost
13887,205,1,0.693147181,247.28,1,1,2,112,Lost
13888,120,2,1.098612289,424.47,2,2,2,222,Lost
13889,93,1,0.693147181,221.9,2,1,2,212,Lost
13890,2,9,2.302585093,1355.7,4,4,4,444,Champions
13892,27,4,1.609437912,617.97,3,3,3,333,Potential Loyalist
13893,298,1,0.693147181,656.1,1,1,3,113,Lost
13894,24,2,1.098612289,436.52,3,2,2,322,Need Attention
13895,29,4,1.609437912,1909.57,3,3,4,334,Potential Loyalist
13897,51,1,0.693147181,193.96,3,1,1,311,Need Attention
13898,326,1,0.693147181,116.81,1,1,1,111,Lost
13899,17,2,1.098612289,285.02,4,2,2,422,Promising
13900,184,3,1.386294361,547.73,1,3,3,133,At-Risk High Value
13901,73,5,1.791759469,1440.73,2,4,4,244,At-Risk High Value
13904,38,2,1.098612289,200.76,3,2,1,321,Need Attention
13908,80,4,1.609437912,1597.53,2,3,4,234,At-Risk High Value
13911,58,9,2.302585093,1917.86,2,4,4,244,At-Risk High Value
13914,12,2,1.098612289,521.93,4,2,3,423,Promising
13917,50,2,1.098612289,209.88,3,2,1,321,Need Attention
13918,50,2,1.098612289,942.54,3,2,3,323,Potential Loyalist
13919,60,2,1.098612289,210.87,2,2,1,221,Lost
13922,352,1,0.693147181,172.25,1,1,1,111,Lost
13923,54,1,0.693147181,230.17,2,1,2,212,Lost
13924,2,6,1.945910149,1258.97,4,4,4,444,Champions
13925,93,3,1.386294361,423.72,2,3,2,232,Lost
13926,24,1,0.693147181,188.45,3,1,1,311,Need Attention
13927,75,1,0.693147181,203.39,2,1,1,211,Lost
13928,11,4,1.609437912,449.57,4,3,2,432,Potential Loyalist
13929,170,2,1.098612289,842.65,1,2,3,123,At-Risk High Value
13930,58,2,1.098612289,200.54,2,2,1,221,Lost
13931,96,2,1.098612289,760.85,2,2,3,223,At-Risk High Value
13932,295,1,0.693147181,199.8,1,1,1,111,Lost
13933,110,2,1.098612289,391.74,2,2,2,222,Lost
13934,264,1,0.693147181,687.5,1,1,3,113,Lost
13936,180,1,0.693147181,219.8,1,1,2,112,Lost
13937,170,1,0.693147181,104.25,1,1,1,111,Lost
13938,36,1,0.693147181,65.02,3,1,1,311,Need Attention
13939,24,3,1.386294361,405.83,3,3,2,332,Potential Loyalist
13940,18,4,1.609437912,580.34,4,3,3,433,Promising
13941,22,5,1.791759469,4884.54,3,4,4,344,Loyalist
13946,80,3,1.386294361,561.57,2,3,3,233,At-Risk High Value
13947,66,1,0.693147181,51,2,1,1,211,Lost
13948,361,1,0.693147181,102,1,1,1,111,Lost
13949,3,6,1.945910149,1652.58,4,4,4,444,Champions
13950,12,4,1.609437912,562.33,4,3,3,433,Promising
13951,177,3,1.386294361,422.45,1,3,2,132,Lost
13952,218,2,1.098612289,1815.86,1,2,4,124,At-Risk High Value
13953,8,7,2.079441542,3458.08,4,4,4,444,Champions
13954,2,2,1.098612289,386.52,4,2,2,422,Promising
13955,155,2,1.098612289,256.76,1,2,2,122,Lost
13956,6,5,1.791759469,887.07,4,4,3,443,Loyalist
13959,80,3,1.386294361,437.02,2,3,2,232,Lost
13960,22,2,1.098612289,170.76,3,2,1,321,Need Attention
13962,22,2,1.098612289,169.55,3,2,1,321,Need Attention
13963,309,4,1.609437912,510.59,1,3,3,133,At-Risk High Value
13967,146,1,0.693147181,80.7,1,1,1,111,Lost
13969,8,17,2.890371758,6381.78,4,4,4,444,Champions
13971,19,8,2.197224577,1955.78,3,4,4,344,Loyalist
13972,71,2,1.098612289,136.67,2,2,1,221,Lost
13973,288,1,0.693147181,264.7,1,1,2,112,Lost
13974,50,1,0.693147181,190.17,3,1,1,311,Need Attention
13975,32,5,1.791759469,1440.57,3,4,4,344,Loyalist
13976,207,1,0.693147181,342.98,1,1,2,112,Lost
13978,15,2,1.098612289,178.07,4,2,1,421,Promising
13979,74,1,0.693147181,393.47,2,1,2,212,Lost
13980,61,1,0.693147181,195.58,2,1,1,211,Lost
13982,40,4,1.609437912,1438.97,3,3,4,334,Potential Loyalist
13983,30,10,2.397895273,2343.18,3,4,4,344,Loyalist
13984,27,5,1.791759469,849.21,3,4,3,343,Loyalist
13985,5,15,2.772588722,3772.23,4,4,4,444,Champions
13986,18,1,0.693147181,282.33,4,1,2,412,New Customers
13988,20,6,1.945910149,3002.42,3,4,4,344,Loyalist
13989,66,2,1.098612289,969.58,2,2,3,223,At-Risk High Value
13990,214,1,0.693147181,197.45,1,1,1,111,Lost
13991,13,5,1.791759469,639.76,4,4,3,443,Loyalist
13992,31,1,0.693147181,48.3,3,1,1,311,Need Attention
13993,43,9,2.302585093,2895.96,3,4,4,344,Loyalist
13994,4,6,1.945910149,1591.62,4,4,4,444,Champions
13995,16,5,1.791759469,761.69,4,4,3,443,Loyalist
13999,11,12,2.564949357,2730.08,4,4,4,444,Champions
14000,212,1,0.693147181,560.06,1,1,3,113,Lost
14001,46,3,1.386294361,1291.58,3,3,4,334,Potential Loyalist
14002,135,2,1.098612289,293.77,2,2,2,222,Lost
14004,44,7,2.079441542,2256.08,3,4,4,344,Loyalist
14005,10,5,1.791759469,1768.18,4,4,4,444,Champions
14006,116,3,1.386294361,605.07,2,3,3,233,At-Risk High Value
14009,199,2,1.098612289,403.56,1,2,2,122,Lost
14012,278,1,0.693147181,226.5,1,1,2,112,Lost
14013,111,3,1.386294361,292.48,2,3,2,232,Lost
14014,78,1,0.693147181,293.7,2,1,2,212,Lost
14015,53,1,0.693147181,563.34,2,1,3,213,At-Risk High Value
14016,162,4,1.609437912,2726.01,1,3,4,134,At-Risk High Value
14019,47,3,1.386294361,1015.41,3,3,3,333,Potential Loyalist
14020,17,2,1.098612289,461.44,4,2,2,422,Promising
14021,156,3,1.386294361,500.35,1,3,3,133,At-Risk High Value
14022,226,1,0.693147181,300.2,1,1,2,112,Lost
14023,8,2,1.098612289,403.54,4,2,2,422,Promising
14024,122,2,1.098612289,203.2,2,2,1,221,Lost
14027,61,1,0.693147181,62.46,2,1,1,211,Lost
14029,64,2,1.098612289,385.06,2,2,2,222,Lost
14030,19,7,2.079441542,1653.65,3,4,4,344,Loyalist
14031,8,17,2.890371758,15181.48,4,4,4,444,Champions
14032,3,11,2.48490665,2482.37,4,4,4,444,Champions
14034,23,2,1.098612289,571.14,3,2,3,323,Potential Loyalist
14035,29,5,1.791759469,1273.92,3,4,4,344,Loyalist
14036,285,1,0.693147181,357.7,1,1,2,112,Lost
14037,177,2,1.098612289,77.9,1,2,1,121,Lost
14038,79,3,1.386294361,555.72,2,3,3,233,At-Risk High Value
14039,34,1,0.693147181,102.7,3,1,1,311,Need Attention
14040,41,11,2.48490665,2241.27,3,4,4,344,Loyalist
14041,267,1,0.693147181,130.56,1,1,1,111,Lost
14044,27,4,1.609437912,366.3,3,3,2,332,Potential Loyalist
14045,110,3,1.386294361,1659.75,2,3,4,234,At-Risk High Value
14046,285,1,0.693147181,137.53,1,1,1,111,Lost
14047,9,5,1.791759469,1187.91,4,4,4,444,Champions
14048,306,1,0.693147181,186.67,1,1,1,111,Lost
14049,17,4,1.609437912,3045.28,4,3,4,434,Promising
14050,32,2,1.098612289,445.36,3,2,2,322,Need Attention
14051,1,22,3.135494216,13023.49,4,4,4,444,Champions
14052,20,1,0.693147181,147.43,3,1,1,311,Need Attention
14053,125,2,1.098612289,260.25,2,2,2,222,Lost
14054,66,1,0.693147181,26.46,2,1,1,211,Lost
14055,107,1,0.693147181,712.12,2,1,3,213,At-Risk High Value
14056,2,23,3.17805383,5477.51,4,4,4,444,Champions
14057,24,14,2.708050201,4015.25,3,4,4,344,Loyalist
14059,267,1,0.693147181,104.4,1,1,1,111,Lost
14060,5,19,2.995732274,5354.44,4,4,4,444,Champions
14062,10,11,2.48490665,7702.01,4,4,4,444,Champions
14064,30,5,1.791759469,1101,3,4,3,343,Loyalist
14066,267,1,0.693147181,121.95,1,1,1,111,Lost
14067,64,2,1.098612289,324.69,2,2,2,222,Lost
14068,321,1,0.693147181,211.1,1,1,1,111,Lost
14071,4,7,2.079441542,918.04,4,4,3,443,Loyalist
14073,33,1,0.693147181,95.16,3,1,1,311,Need Attention
14075,5,3,1.386294361,691.34,4,3,3,433,Promising
14076,130,1,0.693147181,86.62,2,1,1,211,Lost
14077,41,5,1.791759469,437.59,3,4,2,342,Loyalist
14078,102,6,1.945910149,967.63,2,4,3,243,At-Risk High Value
14079,125,1,0.693147181,339.1,2,1,2,212,Lost
14080,33,1,0.693147181,25.2,3,1,1,311,Need Attention
14081,303,2,1.098612289,597.65,1,2,3,123,At-Risk High Value
14082,365,1,0.693147181,127.85,1,1,1,111,Lost
14083,5,8,2.197224577,670.56,4,4,3,443,Loyalist
14085,3,16,2.833213344,3300.24,4,4,4,444,Champions
14087,3,1,0.693147181,113.9,4,1,1,411,New Customers
14088,11,12,2.564949357,42980.72,4,4,4,444,Champions
14089,57,1,0.693147181,154.25,2,1,1,211,Lost
14090,325,1,0.693147181,76.32,1,1,1,111,Lost
14092,8,12,2.564949357,2941.04,4,4,4,444,Champions
14093,13,1,0.693147181,224.91,4,1,2,412,New Customers
14096,5,17,2.890371758,37934.85,4,4,4,444,Champions
14098,37,1,0.693147181,139.4,3,1,1,311,Need Attention
14099,17,11,2.48490665,2528.56,4,4,4,444,Champions
14100,138,1,0.693147181,150.8,2,1,1,211,Lost
14101,74,6,1.945910149,5976.79,2,4,4,244,At-Risk High Value
14102,6,5,1.791759469,950.68,4,4,3,443,Loyalist
14104,155,2,1.098612289,192.61,1,2,1,121,Lost
14105,240,1,0.693147181,548.98,1,1,3,113,Lost
14107,52,7,2.079441542,1872.83,2,4,4,244,At-Risk High Value
14108,31,2,1.098612289,547.33,3,2,3,323,Potential Loyalist
14109,73,1,0.693147181,109.2,2,1,1,211,Lost
14110,4,12,2.564949357,4336.55,4,4,4,444,Champions
14111,15,4,1.609437912,692.85,4,3,3,433,Promising
14112,23,5,1.791759469,1194.86,3,4,4,344,Loyalist
14113,4,4,1.609437912,1746.94,4,3,4,434,Promising
14114,274,2,1.098612289,242.23,1,2,2,122,Lost
14116,20,5,1.791759469,1050.4,3,4,3,343,Loyalist
14117,144,1,0.693147181,30,1,1,1,111,Lost
14121,4,4,1.609437912,1615.77,4,3,4,434,Promising
14124,85,1,0.693147181,419.58,2,1,2,212,Lost
14125,11,3,1.386294361,1278.7,4,3,4,434,Promising
14126,8,2,1.098612289,624.33,4,2,3,423,Promising
14127,123,3,1.386294361,307.13,2,3,2,232,Lost
14128,61,2,1.098612289,357.3,2,2,2,222,Lost
14129,2,4,1.609437912,792.06,4,3,3,433,Promising
14130,320,1,0.693147181,290.08,1,1,2,112,Lost
14132,3,11,2.48490665,2474.97,4,4,4,444,Champions
14133,130,2,1.098612289,466.34,2,2,2,222,Lost
14135,2,14,2.708050201,3572.57,4,4,4,444,Champions
14138,2,2,1.098612289,600.1,4,2,3,423,Promising
14139,47,1,0.693147181,303.02,3,1,2,312,Need Attention
14140,4,2,1.098612289,436.37,4,2,2,422,Promising
14141,3,4,1.609437912,723.23,4,3,3,433,Promising
14142,374,1,0.693147181,247.07,1,1,2,112,Lost
14143,134,1,0.693147181,51.8,2,1,1,211,Lost
14145,47,4,1.609437912,2554.2,3,3,4,334,Potential Loyalist
14146,9,4,1.609437912,2342.34,4,3,4,434,Promising
14147,79,2,1.098612289,483.4,2,2,3,223,At-Risk High Value
14148,234,1,0.693147181,142.35,1,1,1,111,Lost
14149,221,1,0.693147181,206.11,1,1,1,111,Lost
14150,36,2,1.098612289,629.72,3,2,3,323,Potential Loyalist
14152,76,2,1.098612289,385.19,2,2,2,222,Lost
14154,240,1,0.693147181,773.12,1,1,3,113,Lost
14155,267,1,0.693147181,47.35,1,1,1,111,Lost
14156,10,43,3.784189634,90120.55,4,4,4,444,Champions
14157,20,2,1.098612289,306.15,3,2,2,322,Need Attention
14158,41,1,0.693147181,232.8,3,1,2,312,Need Attention
14159,20,11,2.48490665,2427.05,3,4,4,344,Loyalist
14161,216,3,1.386294361,864.26,1,3,3,133,At-Risk High Value
14162,174,2,1.098612289,286.06,1,2,2,122,Lost
14163,88,4,1.609437912,1940.86,2,3,4,234,At-Risk High Value
14164,71,2,1.098612289,1110.97,2,2,3,223,At-Risk High Value
14165,276,1,0.693147181,83.8,1,1,1,111,Lost
14167,40,4,1.609437912,340.64,3,3,2,332,Potential Loyalist
14171,99,1,0.693147181,268.82,2,1,2,212,Lost
14173,11,3,1.386294361,415.84,4,3,2,432,Potential Loyalist
14174,34,1,0.693147181,95.6,3,1,1,311,Need Attention
14175,60,3,1.386294361,1762.6,2,3,4,234,At-Risk High Value
14176,298,3,1.386294361,356.9,1,3,2,132,Lost
14177,87,3,1.386294361,505.36,2,3,3,233,At-Risk High Value
14178,9,7,2.079441542,1147.87,4,4,4,444,Champions
14179,41,2,1.098612289,370.46,3,2,2,322,Need Attention
14180,11,24,3.218875825,4091.42,4,4,4,444,Champions
14184,67,1,0.693147181,280.49,2,1,2,212,Lost
14185,332,1,0.693147181,197.65,1,1,1,111,Lost
14188,31,6,1.945910149,1240.76,3,4,4,344,Loyalist
14189,3,14,2.708050201,3219.75,4,4,4,444,Champions
14191,2,13,2.63905733,2544.37,4,4,4,444,Champions
14193,68,2,1.098612289,483.19,2,2,3,223,At-Risk High Value
14194,5,15,2.772588722,7014.95,4,4,4,444,Champions
14195,202,2,1.098612289,920.2,1,2,3,123,At-Risk High Value
14196,107,1,0.693147181,335.52,2,1,2,212,Lost
14198,19,4,1.609437912,574.95,3,3,3,333,Potential Loyalist
14199,219,1,0.693147181,185.4,1,1,1,111,Lost
14201,61,7,2.079441542,695.48,2,4,3,243,At-Risk High Value
14204,3,1,0.693147181,118.52,4,1,1,411,New Customers
14205,17,2,1.098612289,197.1,4,2,1,421,Promising
14206,240,1,0.693147181,158.78,1,1,1,111,Lost
14208,95,1,0.693147181,127.72,2,1,1,211,Lost
14209,11,6,1.945910149,1634.34,4,4,4,444,Champions
14210,106,6,1.945910149,1385.65,2,4,4,244,At-Risk High Value
14211,54,9,2.302585093,1675.46,2,4,4,244,At-Risk High Value
14212,90,1,0.693147181,680.68,2,1,3,213,At-Risk High Value
14214,31,5,1.791759469,692.54,3,4,3,343,Loyalist
14215,12,6,1.945910149,938.88,4,4,3,443,Loyalist
14216,4,4,1.609437912,1611.34,4,3,4,434,Promising
14217,2,16,2.833213344,1703.38,4,4,4,444,Champions
14218,43,1,0.693147181,106.62,3,1,1,311,Need Attention
14219,5,1,0.693147181,85.26,4,1,1,411,New Customers
14220,248,2,1.098612289,532.05,1,2,3,123,At-Risk High Value
14221,43,7,2.079441542,2068.38,3,4,4,344,Loyalist
14222,178,1,0.693147181,360.25,1,1,2,112,Lost
14223,93,3,1.386294361,677.99,2,3,3,233,At-Risk High Value
14224,111,4,1.609437912,838.72,2,3,3,233,At-Risk High Value
14226,29,5,1.791759469,1755.45,3,4,4,344,Loyalist
14227,27,6,1.945910149,1843.37,3,4,4,344,Loyalist
14229,52,3,1.386294361,1359.7,2,3,4,234,At-Risk High Value
14231,184,3,1.386294361,577.36,1,3,3,133,At-Risk High Value
14232,43,5,1.791759469,1452.22,3,4,4,344,Loyalist
14233,50,4,1.609437912,1282.12,3,3,4,334,Potential Loyalist
14234,23,4,1.609437912,462.18,3,3,2,332,Potential Loyalist
14235,76,4,1.609437912,2419,2,3,4,234,At-Risk High Value
14236,81,2,1.098612289,418.14,2,2,2,222,Lost
14237,374,1,0.693147181,126.3,1,1,1,111,Lost
14238,327,1,0.693147181,146.85,1,1,1,111,Lost
14239,44,11,2.48490665,1647.4,3,4,4,344,Loyalist
14240,31,2,1.098612289,724.98,3,2,3,323,Potential Loyalist
14241,184,1,0.693147181,157.3,1,1,1,111,Lost
14242,235,2,1.098612289,280.55,1,2,2,122,Lost
14243,9,10,2.397895273,2072.25,4,4,4,444,Champions
14245,220,2,1.098612289,750.21,1,2,3,123,At-Risk High Value
14246,111,3,1.386294361,992.41,2,3,3,233,At-Risk High Value
14247,279,1,0.693147181,106.27,1,1,1,111,Lost
14248,319,1,0.693147181,272.58,1,1,2,112,Lost
14250,8,2,1.098612289,941.26,4,2,3,423,Promising
14251,2,5,1.791759469,1909.56,4,4,4,444,Champions
14256,261,2,1.098612289,662.9,1,2,3,123,At-Risk High Value
14257,65,5,1.791759469,2241.42,2,4,4,244,At-Risk High Value
14258,10,8,2.197224577,10578.02,4,4,4,444,Champions
14259,142,1,0.693147181,120,2,1,1,211,Lost
14261,51,2,1.098612289,552.87,3,2,3,323,Potential Loyalist
14262,9,8,2.197224577,1447.11,4,4,4,444,Champions
14264,155,2,1.098612289,234.67,1,2,2,122,Lost
14265,110,2,1.098612289,347.08,2,2,2,222,Lost
14267,163,2,1.098612289,1179.14,1,2,4,124,At-Risk High Value
14270,332,1,0.693147181,259.35,1,1,2,112,Lost
14271,226,1,0.693147181,87.24,1,1,1,111,Lost
14272,74,2,1.098612289,393.5,2,2,2,222,Lost
14273,52,4,1.609437912,281.57,2,3,2,232,Lost
14276,99,3,1.386294361,635.29,2,3,3,233,At-Risk High Value
14277,16,3,1.386294361,2559.96,4,3,4,434,Promising
14280,197,1,0.693147181,114.24,1,1,1,111,Lost
14282,4,15,2.772588722,1921.25,4,4,4,444,Champions
14284,31,2,1.098612289,420.25,3,2,2,322,Need Attention
14285,22,4,1.609437912,1778.13,3,3,4,334,Potential Loyalist
14286,24,3,1.386294361,1762.83,3,3,4,334,Potential Loyalist
14287,9,2,1.098612289,176.63,4,2,1,421,Promising
14288,214,1,0.693147181,318.6,1,1,2,112,Lost
14289,9,6,1.945910149,610.24,4,4,3,443,Loyalist
